id,food_code,food_name,country_origin,manufacturer,category_main,category_sub,food_image,allergy_info,storage_info,harvest_time
3529,N000140-ZZ-AVG,넙치-지느러미,대한민국,전국(대표),수산물,어류,,,,평균
3530,N000141-33-05,네동가리,대한민국,부산,수산물,어류,,,,5월
3531,N000142-33-03,노랑가오리,대한민국,부산,수산물,어류,,,,3월
3532,N000142-76-03,노랑가오리,대한민국,사천,수산물,어류,,,,3월
3533,N000142-ZZ-AVG,노랑가오리,대한민국,전국(대표),수산물,어류,,,,평균
3534,N000143-33-05,노랑가오리-간,대한민국,부산,수산물,어류,,,,5월
3535,N000144-33-06,노랑가자미-양식산,대한민국,부산,수산물,어류,,,,6월
3536,N000145-33-06,노랑가자미-자연산,대한민국,부산,수산물,어류,,,,6월
3537,N000146-59-09,노랑각시서대,대한민국,제주,수산물,어류,,,,9월
3538,N000147-33-06,노랑벤자리,대한민국,부산,수산물,어류,,,,6월
3539,N000147-33-07,노랑벤자리,대한민국,부산,수산물,어류,,,,7월
3540,N000148-70-05,노래미,대한민국,"통영,알래스카산",수산물,어류,,,,5월
3541,N000148-ZZ-AVG,노래미,대한민국,전국(대표),수산물,어류,,,,평균
3542,N000149-ZZ-AVG,노무라입깃해파리,대한민국,전국(대표),수산물,기타,,,,평균
3543,N000150-ZZ-AVG,녹새치,대한민국,전국(대표),수산물,어류,,,,평균
3544,N000151-33-03,놀래기,대한민국,부산,수산물,어류,,,,3월
3545,N000151-33-07,놀래기,대한민국,부산,수산물,어류,,,,7월
3546,N000152-02-AVG,농어,대한민국,거제,수산물,어류,,,,평균
3547,N000152-33-06,농어,대한민국,부산,수산물,어류,,,,6월
3548,N000152-ZZ-AVG,농어,대한민국,전국(대표),수산물,어류,,,,평균
3549,N000153-33-08,농어-양식산,대한민국,부산,수산물,어류,,,,8월
3550,N000154-33-08,농어-자연산-대,대한민국,부산,수산물,어류,,,,8월
3551,N000155-33-08,농어-자연산-소,대한민국,부산,수산물,어류,,,,8월
3552,N000156-33-04,누루시볼락,대한민국,부산,수산물,어류,,,,4월
3553,N000157-33-07,누치,대한민국,부산,수산물,어류,,,,7월
3554,N000157-77-05,누치,대한민국,산청,수산물,어류,,,,5월
3555,N000158-01-06,눈가자미,대한민국,강릉,수산물,어류,,,,6월
3556,N000159-37-05,눈강달이,대한민국,서해남부-EEZ(220),수산물,어류,,,,5월
3557,N000159-55-AVG,눈강달이,대한민국,인천,수산물,어류,,,,평균
3558,N000159-92-AVG,눈강달이,대한민국,서해남부-EEZ,수산물,어류,,,,평균
3559,N000160-ZZ-AVG,눈강달이-젓갈,대한민국,전국(대표),수산물,수산가공품,,,,평균
3560,N000161-04-05,눈다랑어,대한민국,고성,수산물,어류,,,,5월
3561,N000161-ZZ-AVG,눈다랑어,대한민국,전국(대표),수산물,어류,,,,평균
3562,N000162-33-04,눈볼대,대한민국,부산,수산물,어류,,,,4월
3563,N000162-33-05,눈볼대,대한민국,부산,수산물,어류,,,,5월
3564,N000162-76-07,눈볼대,대한민국,사천,수산물,어류,,,,7월
3565,N000163-33-03,눈양태,대한민국,부산,수산물,어류,,,,3월
3566,N000164-33-04,눈퉁멸,대한민국,부산,수산물,어류,,,,4월
3567,N000164-33-05,눈퉁멸,대한민국,부산,수산물,어류,,,,5월
3568,N000165-10-07,능성어,대한민국,기장,수산물,어류,,,,7월
3569,N000165-33-07,능성어,대한민국,부산,수산물,어류,,,,7월
3570,N000166-10-07,능성어-간,대한민국,기장,수산물,어류,,,,7월
3571,N000167-59-04,다금바리,대한민국,제주,수산물,어류,,,,4월
3572,N000168-03-11,다슬기,대한민국,경기,수산물,패류,,,,11월
3573,N000168-31-11,다슬기,대한민국,문경,수산물,패류,,,,11월
3574,N000168-ZZ-04,다슬기,대한민국,전국(대표),수산물,패류,,,,4월
3575,N000169-53-04,다시마,대한민국,완도,수산물,해조류,,,,4월
3576,N000169-60-AVG,다시마,대한민국,주문진,수산물,해조류,,,,평균
3577,N000169-ZZ-AVG,다시마,대한민국,전국(대표),수산물,해조류,,,,평균
3578,N000170-53-10,다시마-소건품,대한민국,완도,수산물,수산가공품,,,,10월
3579,N000170-ZZ-AVG,다시마-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3580,N000171-72-06,달강어,대한민국,포항,수산물,어류,,,,6월
3581,N000171-76-06,달강어,대한민국,사천,수산물,어류,,,,6월
3582,N000172-13-10,달고기,대한민국,남해동부-EEZ(99),수산물,어류,,,,10월
3583,N000172-33-05,달고기,대한민국,부산,수산물,어류,,,,5월
3584,N000172-59-05,달고기,대한민국,제주,수산물,어류,,,,5월
3585,N000172-91-AVG,달고기,대한민국,남해서부-EEZ,수산물,어류,,,,평균
3586,N000172-ZZ-AVG,달고기,대한민국,전국(대표),수산물,어류,,,,평균
3587,N000173-33-05,달고기-알,대한민국,부산,수산물,어류,,,,5월
3588,N000174-ZZ-AVG,닭게,대한민국,전국(대표),수산물,갑각류,,,,평균
3589,N000175-10-07,닭새우,대한민국,기장,수산물,갑각류,,,,7월
3590,N000175-33-05,닭새우,대한민국,부산,수산물,갑각류,,,,5월
3591,N000175-72-10,닭새우,대한민국,포항,수산물,갑각류,,,,10월
3592,N000175-ZZ-AVG,닭새우,대한민국,전국(대표),수산물,갑각류,,,,평균
3593,N000176-50-09,대게,대한민국,영덕,수산물,갑각류,,,,9월
3594,N000176-ZZ-AVG,대게,대한민국,전국(대표),수산물,갑각류,,,,평균
3595,N000177-ZZ-AVG,대게-자건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3596,N000178-33-03,대구,대한민국,부산,수산물,어류,,,,3월
3597,N000178-33-05,대구,대한민국,부산,수산물,어류,,,,5월
3598,N000178-ZZ-AVG,대구,대한민국,전국(대표),수산물,어류,,,,평균
3599,N000179-02-10,대구-소건품,대한민국,거제,수산물,수산가공품,,,,10월
3600,N000179-33-07,대구-소건품,대한민국,부산,수산물,수산가공품,,,,7월
3601,N000179-ZZ-AVG,대구-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3602,N000180-33-01,대구-수컷,대한민국,부산,수산물,어류,,,,1월
3603,N000180-33-03,대구-수컷,대한민국,부산,수산물,어류,,,,3월
3604,N000180-33-05,대구-수컷,대한민국,부산,수산물,어류,,,,5월
3605,N000181-33-05,대구-수컷-간,대한민국,부산,수산물,어류,,,,5월
3606,N000182-02-10,대구-수컷-근육,대한민국,거제,수산물,어류,,,,10월
3607,N000183-02-10,대구-수컷-내장,대한민국,거제,수산물,어류,,,,10월
3608,N000184-02-10,대구-알,대한민국,거제,수산물,어류,,,,10월
3609,N000184-33-09,대구-알,대한민국,부산,수산물,어류,,,,9월
3610,N000184-ZZ-AVG,대구-알,대한민국,전국(대표),수산물,어류,,,,평균
3611,N000185-33-01,대구-암컷,대한민국,부산,수산물,어류,,,,1월
3612,N000185-33-09,대구-암컷,대한민국,부산,수산물,어류,,,,9월
3613,N000186-02-10,대구-암컷-근육,대한민국,거제,수산물,어류,,,,10월
3614,N000187-02-10,대구-암컷-내장,대한민국,거제,수산물,어류,,,,10월
3615,N000188-70-06,대구-조미건품(포),대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3616,N000190-ZZ-AVG,대구횟대,대한민국,전국(대표),수산물,어류,,,,평균
3617,N000191-ZZ-AVG,대두어,대한민국,전국(대표),수산물,어류,,,,평균
3618,N000192-33-03,대문어,대한민국,부산,수산물,두족류,,,,3월
3619,N000192-33-05,대문어,대한민국,부산,수산물,두족류,,,,5월
3620,N000192-ZZ-AVG,대문어,대한민국,전국(대표),수산물,두족류,,,,평균
3621,N000193-70-05,대문어-내장,대한민국,"통영,알래스카산",수산물,두족류,,,,5월
3622,N000194-70-05,대문어-몸통,대한민국,"통영,알래스카산",수산물,두족류,,,,5월
3623,N000195-ZZ-AVG,대문어-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3624,N000196-33-07,대수리,대한민국,부산,수산물,패류,,,,7월
3625,N000197-10-06,대하,대한민국,기장,수산물,갑각류,,,,6월
3626,N000197-33-11,대하,대한민국,부산,수산물,갑각류,,,,11월
3627,N000197-55-AVG,대하,대한민국,인천,수산물,갑각류,,,,평균
3628,N000197-ZZ-AVG,대하,대한민국,전국(대표),수산물,갑각류,,,,평균
3629,N000198-ZZ-AVG,대황-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3630,N000199-33-06,덕대,대한민국,부산,수산물,어류,,,,6월
3631,N000200-33-06,덕대-알,대한민국,부산,수산물,어류,,,,6월
3632,N000201-33-06,도다리,대한민국,부산,수산물,어류,,,,6월
3633,N000201-45-06,도다리,대한민국,여수,수산물,어류,,,,6월
3634,N000201-ZZ-06,도다리,대한민국,전국(대표),수산물,어류,,,,6월
3635,N000201-ZZ-AVG,도다리,대한민국,전국(대표),수산물,어류,,,,평균
3636,N000202-45-06,도도바리,대한민국,여수,수산물,어류,,,,6월
3637,N000203-33-05,도루묵,대한민국,부산,수산물,어류,,,,5월
3638,N000203-33-06,도루묵,대한민국,부산,수산물,어류,,,,6월
3639,N000204-33-08,도화돔,대한민국,부산,수산물,어류,,,,8월
3640,N000205-33-04,도화양태,대한민국,부산,수산물,어류,,,,4월
3641,N000205-33-06,도화양태,대한민국,부산,수산물,어류,,,,6월
3642,N000206-33-07,독가시치,대한민국,부산,수산물,어류,,,,7월
3643,N000206-59-09,독가시치,대한민국,제주,수산물,어류,,,,9월
3644,N000207-33-07,독돔,대한민국,부산,수산물,어류,,,,7월
3645,N000208-33-03,돌가자미,대한민국,부산,수산물,어류,,,,3월
3646,N000208-55-07,돌가자미,대한민국,인천,수산물,어류,,,,7월
3647,N000209-33-05,돌가자미-소건품,대한민국,부산,수산물,수산가공품,,,,5월
3648,N000210-77-05,돌고기,대한민국,산청,수산물,어류,,,,5월
3649,N000211-33-06,돌돔,대한민국,부산,수산물,어류,,,,6월
3650,N000211-45-06,돌돔,대한민국,여수,수산물,어류,,,,6월
3651,N000211-ZZ-AVG,돌돔,대한민국,전국(대표),수산물,어류,,,,평균
3652,N000212-70-08,돌돔-양식산,대한민국,"통영,알래스카산",수산물,어류,,,,8월
3653,N000213-33-09,돌돔-자연산,대한민국,부산,수산물,어류,,,,9월
3654,N000214-45-09,돔발상어,대한민국,여수,수산물,어류,,,,9월
3655,N000215-45-09,돔발상어-알,대한민국,여수,수산물,어류,,,,9월
3656,N000216-55-07,동갈돗돔,대한민국,인천,수산물,어류,,,,7월
3657,N000217-25-10,동갈치,대한민국,대구,수산물,어류,,,,10월
3658,N000217-33-05,동갈치,대한민국,부산,수산물,어류,,,,5월
3659,N000218-65-04,동남참게,대한민국,청평,수산물,갑각류,,,,4월
3660,N000219-33-06,동동갈치,대한민국,부산,수산물,어류,,,,6월
3661,N000220-33-10,동사리,대한민국,부산,수산물,어류,,,,10월
3662,N000221-33-10,동자개,대한민국,부산,수산물,어류,,,,10월
3663,N000221-65-08,동자개,대한민국,청평,수산물,어류,,,,8월
3664,N000221-65-AVG,동자개,대한민국,청평,수산물,어류,,,,평균
3665,N000222-65-06,동자개-알,대한민국,청평,수산물,어류,,,,6월
3666,N000223-65-AVG,동자개-양식산,대한민국,청평,수산물,어류,,,,평균
3667,N000224-65-AVG,동자개-자연산,대한민국,청평,수산물,어류,,,,평균
3668,N000225-42-06,동죽,대한민국,안산,수산물,패류,,,,6월
3669,N000225-42-11,동죽,대한민국,안산,수산물,패류,,,,11월
3670,N000225-55-AVG,동죽,대한민국,인천,수산물,패류,,,,평균
3671,N000225-84-04,동죽,대한민국,고창,수산물,패류,,,,4월
3672,N000226-01-06,돛양태,대한민국,강릉,수산물,어류,,,,6월
3673,N000227-33-05,두드럭고둥,대한민국,부산,수산물,패류,,,,5월
3674,N000228-16-10,두툽상어,대한민국,남해서부-EEZ(222),수산물,어류,,,,10월
3675,N000228-33-05,두툽상어,대한민국,부산,수산물,어류,,,,5월
3676,N000228-ZZ-AVG,두툽상어,대한민국,전국(대표),수산물,어류,,,,평균
3677,N000229-33-05,두툽상어-간,대한민국,부산,수산물,어류,,,,5월
3678,N000230-34-10,둑중개,대한민국,부산(낙동강),수산물,어류,,,,10월
3679,N000231-ZZ-AVG,둥근돌김-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3680,N000232-45-03,둥근전복,대한민국,여수,수산물,패류,,,,3월
3681,N000233-25-10,드렁허리,대한민국,대구,수산물,어류,,,,10월
3682,N000234-33-03,등가시치,대한민국,부산,수산물,어류,,,,3월
3683,N000234-33-05,등가시치,대한민국,부산,수산물,어류,,,,5월
3684,N000234-76-06,등가시치,대한민국,사천,수산물,어류,,,,6월
3685,N000235-65-02,떡붕어,대한민국,청평,수산물,어류,,,,2월
3686,N000235-65-10,떡붕어,대한민국,청평,수산물,어류,,,,10월
3687,N000235-65-AVG,떡붕어,대한민국,청평,수산물,어류,,,,평균
3688,N000236-65-02,떡붕어-알,대한민국,청평,수산물,어류,,,,2월
3689,N000236-65-05,떡붕어-알,대한민국,청평,수산물,어류,,,,5월
3690,N000237-33-04,떡조개,대한민국,부산,수산물,패류,,,,4월
3691,N000237-76-03,떡조개,대한민국,사천,수산물,패류,,,,3월
3692,N000238-33-05,또아리물레고둥,대한민국,부산,수산물,패류,,,,5월
3693,N000239-ZZ-AVG,뜸부기-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3694,N000240-03-11,띠구슬다슬기,대한민국,경기,수산물,패류,,,,11월
3695,N000240-65-11,띠구슬다슬기,대한민국,청평,수산물,패류,,,,11월
3696,N000241-61-04,마디잘록이,대한민국,진도,수산물,해조류,,,,4월
3697,N000242-33-05,만새기,대한민국,부산,수산물,어류,,,,5월
3698,N000242-33-11,만새기,대한민국,부산,수산물,어류,,,,11월
3699,N000243-76-03,말똥성게,대한민국,사천,수산물,기타,,,,3월
3700,N000244-10-06,말미잘,대한민국,기장,수산물,기타,,,,6월
3701,N000244-33-04,말미잘,대한민국,부산,수산물,기타,,,,4월
3702,N000245-33-05,말백합,대한민국,부산,수산물,패류,,,,5월
3703,N000246-33-03,말전복,대한민국,부산,수산물,패류,,,,3월
3704,N000246-59-03,말전복,대한민국,제주,수산물,패류,,,,3월
3705,N000247-33-09,말쥐치,대한민국,부산,수산물,어류,,,,9월
3706,N000247-45-06,말쥐치,대한민국,여수,수산물,어류,,,,6월
3707,N000247-45-10,말쥐치,대한민국,여수,수산물,어류,,,,10월
3708,N000247-65-12,말쥐치,대한민국,청평,수산물,어류,,,,12월
3709,N000248-ZZ-AVG,말쥐치-조미건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3710,N000249-42-05,맛조개,대한민국,안산,수산물,패류,,,,5월
3711,N000249-42-06,맛조개,대한민국,안산,수산물,패류,,,,6월
3712,N000250-33-03,망상어,대한민국,부산,수산물,어류,,,,3월
3713,N000250-45-06,망상어,대한민국,여수,수산물,어류,,,,6월
3714,N000251-10-07,매끈이고둥,대한민국,기장,수산물,패류,,,,7월
3715,N000251-45-06,매끈이고둥,대한민국,여수,수산물,패류,,,,6월
3716,N000252-33-10,매리복,대한민국,부산,수산물,어류,,,,10월
3717,N000252-45-06,매리복,대한민국,여수,수산물,어류,,,,6월
3718,N000253-53-01,매생이,대한민국,완도,수산물,해조류,,,,1월
3719,N000253-ZZ-AVG,매생이,대한민국,전국(대표),수산물,해조류,,,,평균
3720,N000254-ZZ-AVG,매생이-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3721,N000255-72-05,매오징어,대한민국,포항,수산물,두족류,,,,5월
3722,N000256-23-03,매퉁이,대한민국,남해중부-EEZ(113),수산물,어류,,,,3월
3723,N000256-33-05,매퉁이,대한민국,부산,수산물,어류,,,,5월
3724,N000256-33-10,매퉁이,대한민국,부산,수산물,어류,,,,10월
3725,N000257-33-07,맵사리,대한민국,부산,수산물,패류,,,,7월
3726,N000258-33-05,먹장어,대한민국,부산,수산물,어류,,,,5월
3727,N000258-33-07,먹장어,대한민국,부산,수산물,어류,,,,7월
3728,N000258-ZZ-AVG,먹장어,대한민국,전국(대표),수산물,어류,,,,평균
3729,N000259-33-03,먹장어-껍질,대한민국,부산,수산물,어류,,,,3월
3730,N000260-33-05,먹장어-전어체,대한민국,부산,수산물,어류,,,,5월
3731,N000261-10-06,멍게,대한민국,기장,수산물,기타,,,,6월
3732,N000261-33-04,멍게,대한민국,부산,수산물,기타,,,,4월
3733,N000261-70-03,멍게,대한민국,"통영,알래스카산",수산물,기타,,,,3월
3734,N000261-ZZ-AVG,멍게,대한민국,전국(대표),수산물,기타,,,,평균
3735,N000262-33-10,메기,대한민국,부산,수산물,어류,,,,10월
3736,N000263-33-06,메기-자연산,대한민국,부산,수산물,어류,,,,6월
3737,N000263-65-05,메기-자연산,대한민국,청평,수산물,어류,,,,5월
3738,N000263-65-AVG,메기-자연산,대한민국,청평,수산물,어류,,,,평균
3739,N000264-33-04,멸치,대한민국,부산,수산물,어류,,,,4월
3740,N000264-33-09,멸치,대한민국,부산,수산물,어류,,,,9월
3741,N000264-ZZ-AVG,멸치,대한민국,전국(대표),수산물,어류,,,,평균
3742,N000265-33-09,멸치-근육,대한민국,부산,수산물,어류,,,,9월
3743,N000266-70-06,멸치-소건품-대멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3744,N000267-70-06,멸치-소건품-소멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3745,N000268-70-06,멸치-소건품-자멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3746,N000269-70-06,멸치-소건품-중멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3747,N000270-11-05,멸치-알,대한민국,기장(대변항),수산물,어류,,,,5월
3748,N000271-70-06,멸치-액젓,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3749,N000271-ZZ-AVG,멸치-액젓,대한민국,전국(대표),수산물,수산가공품,,,,평균
3750,N000272-33-05,멸치-자건품-대멸,대한민국,부산,수산물,수산가공품,,,,5월
3751,N000272-33-09,멸치-자건품-대멸,대한민국,부산,수산물,수산가공품,,,,9월
3752,N000272-33-11,멸치-자건품-대멸,대한민국,부산,수산물,수산가공품,,,,11월
3753,N000272-70-06,멸치-자건품-대멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3754,N000273-33-09,멸치-자건품-세멸,대한민국,부산,수산물,수산가공품,,,,9월
3755,N000274-70-06,멸치-자건품-소멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3756,N000275-33-09,멸치-자건품-중멸,대한민국,부산,수산물,수산가공품,,,,9월
3757,N000275-70-06,멸치-자건품-중멸,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3758,N000276-ZZ-AVG,멸치-자건품-혼합,대한민국,전국(대표),수산물,수산가공품,,,,평균
3759,N000277-33-04,멸치-전어체,대한민국,부산,수산물,어류,,,,4월
3760,N000278-33-04,멸치-젓갈,대한민국,부산,수산물,수산가공품,,,,4월
3761,N000278-40-06,멸치-젓갈,대한민국,신안,수산물,수산가공품,,,,6월
3762,N000279-33-04,명태,대한민국,부산,수산물,어류,,,,4월
3763,N000279-33-11,명태,대한민국,부산,수산물,어류,,,,11월
3764,N000279-60-AVG,명태,대한민국,주문진,수산물,어류,,,,평균
3765,N000279-76-02,명태,대한민국,사천,수산물,어류,,,,2월
3766,N000279-ZZ-AVG,명태,대한민국,전국(대표),수산물,어류,,,,평균
3767,N000280-33-02,명태-간,대한민국,부산,수산물,어류,,,,2월
3768,N000280-60-04,명태-간,대한민국,주문진,수산물,어류,,,,4월
3769,N000281-70-06,명태-동건품(포),대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3770,N000282-70-06,명태-명란젓,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3771,N000282-ZZ-AVG,명태-명란젓,대한민국,전국(대표),수산물,수산가공품,,,,평균
3772,N000283-70-06,명태-소건품,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3773,N000284-70-05,명태-소건품(노가리),대한민국,"통영,알래스카산",수산물,수산가공품,,,,5월
3774,N000285-ZZ-AVG,명태-소건품(코다리),대한민국,전국(대표),수산물,수산가공품,,,,평균
3775,N000286-60-04,명태-알,대한민국,주문진,수산물,어류,,,,4월
3776,N000286-ZZ-AVG,명태-알,대한민국,전국(대표),수산물,어류,,,,평균
3777,N000287-33-06,명태-조미건품(포),대한민국,부산,수산물,수산가공품,,,,6월
3778,N000287-ZZ-AVG,명태-조미건품(포),대한민국,전국(대표),수산물,수산가공품,,,,평균
3779,N000288-70-06,명태-창란젓,대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3780,N000288-ZZ-AVG,명태-창란젓,대한민국,전국(대표),수산물,수산가공품,,,,평균
3781,N000290-ZZ-AVG,명태-포(먹태),대한민국,전국(대표),수산물,수산가공품,,,,평균
3782,N000291-70-06,명태-포(북어),대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3783,N000292-35-12,모래무지,대한민국,서울(한강),수산물,어류,,,,12월
3784,N000293-30-03,모무늬돌김-소건품,대한민국,목포,수산물,수산가공품,,,,3월
3785,N000294-53-05,모자반,대한민국,완도,수산물,해조류,,,,5월
3786,N000294-61-04,모자반,대한민국,진도,수산물,해조류,,,,4월
3787,N000294-ZZ-AVG,모자반,대한민국,전국(대표),수산물,해조류,,,,평균
3788,N000295-ZZ-AVG,모자반-염장품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3789,N000296-33-04,모조리상어,대한민국,부산,수산물,어류,,,,4월
3790,N000297-33-06,목탁가오리,대한민국,부산,수산물,어류,,,,6월
3791,N000298-33-11,몽치다래,대한민국,부산,수산물,어류,,,,11월
3792,N000299-76-02,무늬홍어,대한민국,사천,수산물,어류,,,,2월
3793,N000300-09-AVG,무지개송어,대한민국,근덕,수산물,어류,,,,평균
3794,N000300-65-08,무지개송어,대한민국,청평,수산물,어류,,,,8월
3795,N000300-65-12,무지개송어,대한민국,청평,수산물,어류,,,,12월
3796,N000300-65-AVG,무지개송어,대한민국,청평,수산물,어류,,,,평균
3797,N000300-ZZ-AVG,무지개송어,대한민국,전국(대표),수산물,어류,,,,평균
3798,N000301-33-03,문절망둑,대한민국,부산,수산물,어류,,,,3월
3799,N000301-33-07,문절망둑,대한민국,부산,수산물,어류,,,,7월
3800,N000301-ZZ-AVG,문절망둑,대한민국,전국(대표),수산물,어류,,,,평균
3801,N000302-45-06,문치가자미,대한민국,여수,수산물,어류,,,,6월
3802,N000302-76-04,문치가자미,대한민국,사천,수산물,어류,,,,4월
3803,N000303-33-05,물가자미,대한민국,부산,수산물,어류,,,,5월
3804,N000304-01-09,물렁가시붉은새우,대한민국,강릉,수산물,갑각류,,,,9월
3805,N000304-ZZ-AVG,물렁가시붉은새우,대한민국,전국(대표),수산물,갑각류,,,,평균
3806,N000305-72-06,물레고둥,대한민국,포항,수산물,패류,,,,6월
3807,N000306-02-08,물메기,대한민국,거제,수산물,어류,,,,8월
3808,N000306-33-06,물메기,대한민국,부산,수산물,어류,,,,6월
3809,N000307-02-10,물메기-근육,대한민국,거제,수산물,어류,,,,10월
3810,N000308-02-08,물메기-내장,대한민국,거제,수산물,어류,,,,8월
3811,N000308-02-10,물메기-내장,대한민국,거제,수산물,어류,,,,10월
3812,N000309-33-07,물치다래,대한민국,부산,수산물,어류,,,,7월
3813,N000310-65-05,미꾸라지,대한민국,청평,수산물,어류,,,,5월
3814,N000310-65-10,미꾸라지,대한민국,청평,수산물,어류,,,,10월
3815,N000311-26-AVG,미꾸리,대한민국,대전,수산물,어류,,,,평균
3816,N000311-33-03,미꾸리,대한민국,부산,수산물,어류,,,,3월
3817,N000311-45-06,미꾸리,대한민국,여수,수산물,어류,,,,6월
3818,N000311-50-02,미꾸리,대한민국,영덕,수산물,어류,,,,2월
3819,N000311-ZZ-AVG,미꾸리,대한민국,전국(대표),수산물,어류,,,,평균
3820,N000312-33-05,미더덕,대한민국,부산,수산물,기타,,,,5월
3821,N000312-45-03,미더덕,대한민국,여수,수산물,기타,,,,3월
3822,N000312-ZZ-AVG,미더덕,대한민국,전국(대표),수산물,기타,,,,평균
3823,N000313-33-06,미더덕-껍질,대한민국,부산,수산물,기타,,,,6월
3824,N000314-53-03,미역,대한민국,완도,수산물,해조류,,,,3월
3825,N000314-53-04,미역,대한민국,완도,수산물,해조류,,,,4월
3826,N000314-ZZ-AVG,미역,대한민국,전국(대표),수산물,해조류,,,,평균
3827,N000315-53-10,미역-소건품,대한민국,완도,수산물,수산가공품,,,,10월
3828,N000315-ZZ-AVG,미역-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3829,N000316-33-02,미역-양식산,대한민국,부산,수산물,해조류,,,,2월
3830,N000317-ZZ-AVG,미역-염장품(데침),대한민국,전국(대표),수산물,수산가공품,,,,평균
3831,N000318-33-AVG,미역-자연산,대한민국,부산,수산물,해조류,,,,평균
3832,N000319-33-02,미역-줄기,대한민국,부산,수산물,해조류,,,,2월
3833,N000320-33-05,민꽃게,대한민국,부산,수산물,갑각류,,,,5월
3834,N000321-33-03,민달고기,대한민국,부산,수산물,어류,,,,3월
3835,N000322-33-06,민들조개,대한민국,부산,수산물,패류,,,,6월
3836,N000323-33-05,민어,대한민국,부산,수산물,어류,,,,5월
3837,N000323-ZZ-AVG,민어,대한민국,전국(대표),수산물,어류,,,,평균
3838,N000324-12-07,민어-양식산,대한민국,남해,수산물,어류,,,,7월
3839,N000325-87-10,민어-자연산,대한민국,남해서부-EEZ(240),수산물,어류,,,,10월
3840,N000326-ZZ-AVG,민어-조미건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3841,N000327-ZZ-AVG,민태,대한민국,전국(대표),수산물,어류,,,,평균
3842,N000328-33-07,민허리돼지고둥,대한민국,부산,수산물,패류,,,,7월
3843,N000329-33-03,밀복,대한민국,부산,수산물,어류,,,,3월
3844,N000329-33-04,밀복,대한민국,부산,수산물,어류,,,,4월
3845,N000329-ZZ-AVG,밀복,대한민국,전국(대표),수산물,어류,,,,평균
3846,N000330-70-06,밀복-조미건품(포),대한민국,"통영,알래스카산",수산물,수산가공품,,,,6월
3847,N000331-54-08,밍크고래-꼬리,대한민국,울산(고래연),수산물,기타,,,,8월
3848,N000332-54-08,밍크고래-뱃살,대한민국,울산(고래연),수산물,기타,,,,8월
3849,N000333-54-08,밍크고래-보통육,대한민국,울산(고래연),수산물,기타,,,,8월
3850,N000334-54-08,밍크고래-콩팥,대한민국,울산(고래연),수산물,기타,,,,8월
3851,N000335-54-08,밍크고래-혀,대한민국,울산(고래연),수산물,기타,,,,8월
3852,N000336-33-10,바다빙어,대한민국,부산,수산물,어류,,,,10월
3853,N000337-62-06,바닷가재,대한민국,진주,수산물,갑각류,,,,6월
3854,N000338-33-04,바위굴-자연산,대한민국,부산,수산물,패류,,,,4월
3855,N000339-61-05,바위두둑,대한민국,진도,수산물,해조류,,,,5월
3856,N000340-33-04,바지락,대한민국,부산,수산물,패류,,,,4월
3857,N000340-33-05,바지락,대한민국,부산,수산물,패류,,,,5월
3858,N000340-41-05,바지락,대한민국,신안(압해도),수산물,패류,,,,5월
3859,N000340-41-07,바지락,대한민국,신안(압해도),수산물,패류,,,,7월
3860,N000340-41-10,바지락,대한민국,신안(압해도),수산물,패류,,,,10월
3861,N000340-41-12,바지락,대한민국,신안(압해도),수산물,패류,,,,12월
3862,N000340-ZZ-12,바지락,대한민국,전국(대표),수산물,패류,,,,12월
3863,N000340-ZZ-AVG,바지락,대한민국,전국(대표),수산물,패류,,,,평균
3864,N000341-ZZ-AVG,바지락-소건품,대한민국,전국(대표),수산물,수산가공품,,,,평균
3865,N000342-ZZ-AVG,바지락-자숙품,대한민국,전국(대표),수산물,수산가공품,,,,평균
