NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
1508,550,176,-,7,8,-,-,-,5.1,-
1509,360,78,-,4,5,-,-,-,0.4,-
1510,450,91,-,5,6,-,-,-,0.4,-
1511,550,212,-,13,10,-,-,-,6.8,-
1512,360,224,-,25,2,-,-,-,8.5,-
1513,360,217,-,23,2,-,-,-,9.1,-
1514,360,349,-,38,7,-,-,-,11,-
1515,360,342,-,38,6,-,-,-,12,-
1516,360,16,-,0,1,-,-,-,0,-
1517,450,16,-,0,1,-,-,-,0,-
1518,360,113,-,7,6,-,-,-,4,-
1519,450,137,-,9,7,-,-,-,4,-
1520,360,167,-,24,5,-,-,-,2,-
1521,450,200,-,29,5,-,-,-,3,-
1522,360,157,-,22,5,-,-,-,3.3,-
1523,450,196,-,28,7,-,-,-,4.1,-
1524,360,252,-,36,5,-,-,-,5.7,-
1525,450,21,-,0,1,-,-,-,0,-
1526,360,300,-,13,12,-,-,-,7.3,-
1527,450,375,-,16,15,-,-,-,9.1,-
1528,360,192,-,9,8,-,-,-,4.7,-
1529,450,242,-,11,10,-,-,-,5.9,-
1530,360,295,-,27,10,-,-,-,8,-
1531,450,357,-,33,12,-,-,-,9.7,-
1532,360,233,-,21,7,-,-,-,6.1,-
1533,450,284,-,26,8,-,-,-,7.4,-
1534,360,317,-,32,10,-,-,-,6.4,-
1535,450,394,-,37,13,-,-,-,8.3,-
1536,360,196,-,22,5,-,-,-,5.1,-
1537,450,251,-,30,6,-,-,-,6.5,-
1538,360,352,-,28,10,-,-,-,12.8,-
1539,450,441,-,35,12,-,-,-,16,-
1540,360,277,-,23,7,-,-,-,10.4,-
1541,450,346,-,28,8,-,-,-,13,-
1542,360,266,-,19,9,-,-,-,7.7,-
1543,450,366,-,26,12,-,-,-,10.6,-
1544,360,227,-,19,7,-,-,-,7.1,-
1545,450,277,-,23,8,-,-,-,8.6,-
1546,360,307,-,34,2,-,-,-,6.2,-
1547,450,384,-,42,2,-,-,-,7.7,-
1548,360,190,-,20,1,-,-,-,4.3,-
1549,450,238,-,25,1,-,-,-,5.4,-
1550,360,502,-,45,8.8,-,-,-,10.8,-
1551,360,466,-,43,6.1,-,-,-,10.2,-
1552,270,144,-,9,7,-,-,-,4,-
1553,360,366,-,40,13,-,-,-,8,-
1554,360,313,-,41,11,-,-,-,6,-
1555,360,359,-,48,14,-,-,-,6,-
1556,360,147,-,11,6,-,-,-,5.3,-
1557,450,175,-,13,8,-,-,-,6.3,-
1558,450,235,-,33,6,-,-,-,2.4,-
1559,450,338,-,2,5,-,-,-,7.1,-
1560,360,236,-,38,3,-,-,-,3.1,-
1561,450,294,-,47,4,-,-,-,3.8,-
1562,360,269,-,46,3,-,-,-,2.8,-
1563,450,336,-,57,4,-,-,-,3.6,-
1564,360,257,-,44,4,-,-,-,1.8,-
1565,450,321,-,54,5,-,-,-,2.3,-
1566,360,271,-,46,4,-,-,-,1.7,-
1567,450,339,-,58,5,-,-,-,2.1,-
1568,360,347,-,51,5,-,-,-,9.1,-
1569,450,403,-,64,6,-,-,-,6.7,-
1570,360,411,-,45,9,-,-,-,12.8,-
1571,450,513,-,57,11,-,-,-,16,-
1572,360,278,-,46,6,-,-,-,1.4,-
1573,450,348,-,58,8,-,-,-,2.1,-
1574,360,241,-,36,4,-,-,-,4.1,-
1575,450,306,-,46,5,-,-,-,5.1,-
1576,360,243,-,39,3,-,-,-,3.2,-
1577,450,342,-,56,4,-,-,-,4.5,-
1578,360,6,-,0,1,-,-,-,0,-
1579,360,6,-,0,0,-,-,-,0,-
1580,360,5,-,0,0,-,-,-,0,-
1581,360,5,-,0,0,-,-,-,0,-
1582,360,5,-,0,0,-,-,-,0,-
1583,360,9,-,0,0,-,-,-,0,-
1584,360,250,-,33,8,-,-,-,4.9,-
1585,450,269,-,35,7,-,-,-,4,-
1586,360,166,-,22,4,-,-,-,2.6,-
1587,450,157,-,23,4,-,-,-,2.3,-
1588,360,116,-,12,0,-,-,-,0,-
1589,360,114,-,12,0,-,-,-,0,-
1590,360,205,-,44,1,-,-,-,0.1,-
1591,450,114,-,20,0,-,-,-,0.1,-
1592,360,185,-,39,0,-,-,-,0,-
1593,450,244,-,51,0,-,-,-,0.1,-
1594,450,112,-,20,1,-,-,-,0,-
1595,450,110,-,18,0,-,-,-,0,-
1596,450,202,-,49,0,-,-,-,0,-
1597,450,185,-,41,1,-,-,-,0,-
1598,450,176,-,39,0,-,-,-,0,-
1599,450,164,-,40,0,-,-,-,0,-
1600,450,183,-,45,1,-,-,-,0.1,-
1601,360,124,-,25,2,-,-,-,0,-
1602,360,120,-,17,2,-,-,-,0.5,-
1603,360,155,-,29,1,-,-,-,0,-
1604,450,84,-,0,2,-,-,-,0,-
1605,450,134,-,31,0.2,-,-,-,0,-
1606,450,130,-,35,0.1,-,-,-,0,-
1607,360,230,-,17,3,-,-,-,2.8,-
1608,360,245,-,12,4,-,-,-,2.3,-
1609,360,343,-,70,3.8,-,-,-,0.9,-
1610,360,315,-,65,3.9,-,-,-,0.9,-
1611,450,184,-,43,0.7,-,-,-,0,-
1612,450,194,-,45,0.9,-,-,-,0,-
1613,360,338,-,63,3.4,-,-,-,2.5,-
1614,360,335,-,37,7.8,-,-,-,6.1,-
1615,360,128,-,22,1.9,-,-,-,0.5,-
1616,360,166,-,35,0.5,-,-,-,0,-
1617,126,97,-,19,1,-,-,-,0,-
1618,298,1022,-,25,15,-,-,-,35.4,-
1619,292,761,-,31,13,-,-,-,18.3,-
1620,202,793,-,31,14,-,-,-,22,-
1621,110,373,-,8,10,-,-,-,0.4,-
1622,110,305,-,9,10,-,-,-,0.5,-
1623,110,373,-,9,9,-,-,-,0.4,-
1624,100,288,-,19,5,-,-,-,10.9,-
1625,100,319,-,15,6,-,-,-,15.2,-
1626,100,314,-,18,6,-,-,-,12.9,-
1627,100,292,-,10,6,-,-,-,14.3,-
1628,100,287,-,15,6,-,-,-,12.4,-
1629,190,678,-,40,10,-,-,-,31.5,-
1630,180,692,-,63,7,-,-,-,32,-
1631,105,363,-,21,5,-,-,-,12.8,-
1632,145,492,-,32,5,-,-,-,3.8,-
1633,100,267,-,16,3,-,-,-,10.6,-
1634,100,296,-,21,3,-,-,-,11.3,-
1635,125,343,-,28,6,-,-,-,11.4,-
1636,160,432,-,4,19,-,-,-,8.8,-
1637,215,545,-,10,19,-,-,-,5.5,-
1638,160,386,-,4,11,-,-,-,5.7,-
1639,150,451,-,13,18,-,-,-,9.8,-
1640,185,434,-,9,16,-,-,-,7,-
1641,120,550,-,35,6,-,-,-,8,-
1642,120,460,-,37,5,-,-,-,7,-
1643,50,225,-,10,4,-,-,-,4,-
1644,50,202,-,10,3,-,-,-,4,-
1645,984,1419,-,131,29,-,-,-,8.8,-
1646,1106,661,-,110,8,-,-,-,8.3,-
1647,775,700,-,67,9,-,-,-,13.7,-
1648,823,1249,-,40,17,-,-,-,29.8,-
1649,482,818,-,71,25,-,-,-,7.1,-
1650,691,829,-,119,13,-,-,-,15.5,-
1651,923,1148,-,137,24,-,-,-,16,-
1652,868,938,-,86,17,-,-,-,14,-
1653,960,570,-,117,6,-,-,-,3.3,-
1654,684,639,-,128,9,-,-,-,6,-
1655,684,275,-,24,5,-,-,-,5,-
1656,952,841,-,169,6,-,-,-,8,-
1657,774,890,-,168,10,-,-,-,8,-
1658,890,730,-,145,6,-,-,-,9,-
1659,644,652,-,126,7,-,-,-,6,-
1660,90,126,-,24,0,-,-,-,1.5,-
1661,180,252,-,47,1,-,-,-,2.9,-
1662,270,378,-,71,1,-,-,-,4.4,-
1663,450,630,-,118,2,-,-,-,7,-
1664,90,203,-,20,1,-,-,-,2.7,-
1665,180,407,-,40,2,-,-,-,5,-
1666,270,610,-,59,3,-,-,-,8,-
1667,450,1017,-,99,5,-,-,-,14,-
1668,90,214,-,18,3,-,-,-,3.6,-
1669,180,428,-,36,5,-,-,-,7,-
1670,270,643,-,54,8,-,-,-,11,-
1671,450,1071,-,90,14,-,-,-,18,-
1672,90,187,-,20,3,-,-,-,4.1,-
1673,180,374,-,41,7,-,-,-,8,-
1674,270,560,-,61,10,-,-,-,12,-
1675,450,934,-,101,17,-,-,-,20,-
1676,90,119,-,22,1,-,-,-,0,-
1677,180,238,-,43,2,-,-,-,0,-
1678,270,356,-,65,3,-,-,-,0,-
1679,450,594,-,108,5,-,-,-,0,-
1680,90,171,-,19,3,-,-,-,6,-
1681,180,342,-,38,6,-,-,-,12,-
1682,270,513,-,57,8,-,-,-,17,-
1683,450,855,-,96,14,-,-,-,29,-
1684,90,140,-,19,3,-,-,-,2.7,-
1685,180,279,-,38,5,-,-,-,5,-
1686,270,419,-,57,8,-,-,-,8,-
1687,450,698,-,96,13,-,-,-,14,-
1688,90,140,-,21,2,-,-,-,1.9,-
1689,180,280,-,41,5,-,-,-,3.8,-
1690,270,420,-,62,7,-,-,-,6,-
1691,450,700,-,104,12,-,-,-,10,-
1692,94,355,-,26,5,-,-,-,6.1,-
1693,132,479,-,37,6,-,-,-,11.1,-
1694,369,5,0,0,0,-,-,5,0,-
1695,510,10,0,0,0,-,-,10,0,-
1696,454,10,0,0,0,-,-,10,0,-
1697,680,15,0,0,0,-,-,15,0,-
1698,369,178.75,12.5,12.5,7.5,10,-,135,6.25,-
1699,397,111.25,7.5,7.5,4.5,6,-,85,3.75,-
1700,510,239.5,17,17,10.2,13.6,-,180,8.5,-
1701,454,172,12,12,7.2,9.6,-,130,6,-
1702,680,325.5,23,23,13.8,18.4,-,245,11.5,-
1703,680,204,14,14,8.4,11.2,-,155,7,-
1704,369,220.8,29.34,27.64,6.35,8.23,-,124.9,5.09,-
1705,397,200.6,28.86,26.48,5.21,6.68,-,112.7,4.13,-
1706,510,308.35,41.37,39.33,8.58,11.1,-,169,6.86,-
1707,454,274.65,39.89,37.17,6.84,8.75,-,146.8,5.39,-
1708,680,412.75,54.14,52.1,11.68,15.15,-,224.2,9.36,-
1709,680,331.64,49.16,46.44,7.84,10,-,167,6.14,-
1710,369,64,4,4,2.4,3.2,-,50,2,-
1711,397,91,6,6,3.6,4.8,-,70,3,-
1712,510,104.5,7,7,4.2,5.6,-,80,3.5,-
1713,454,151.75,10.5,10.5,6.3,8.4,-,115,5.25,-
1714,680,136.5,9,9,5.4,7.2,-,105,4.5,-
1715,680,183.75,12.5,12.5,7.5,10,-,140,6.25,-
1716,369,229.05,27.04,27.04,7.1,9.3,-,125.4,5.75,-
1717,397,161.55,22.04,22.04,4.1,5.3,-,75.4,3.25,-
1718,510,314.95,38.81,38.81,9.6,12.55,-,165.6,7.75,-
1719,454,247.45,33.81,33.8,6.6,8.55,-,115.6,5.25,-
1720,680,426.1,52.08,52.08,13,17,-,225.8,10.5,-
1721,680,304.6,43.08,43.08,7.6,9.8,-,135.5,6,-
1722,369,231.05,27.72,27.72,7.1,9.3,-,125.4,5.75,-
1723,397,1463.5,22.72,22.72,4.1,5.3,-,75.4,3.25,-
1724,510,317.95,39.83,39.83,9.6,12.55,-,165.6,7.75,-
1725,454,250.45,34.83,34.83,6.6,8.55,-,115.6,5.25,-
1726,680,430.1,53.44,53.44,13,17,-,225.8,10.5,-
1727,680,308.6,44.44,44.44,7.6,9.8,-,135.8,6,-
1728,369,420.38,44.66,35.88,11.49,21.24,-,180.28,15.21,-
1729,397,323.52,369.56,27.7,6.52,16.1,-,96.72,12.39,-
1730,510,474.86,53.65,42.19,12.07,22.41,-,189.89,16.18,-
1731,454,461.46,49.53,37.77,9.21,23.64,-,139.81,18.28,-
1732,680,518.61,62.4,48.32,12.57,22.58,-,198.64,16.3,-
1733,680,486.71,51.03,39.27,10.11,24.84,-,159.81,19.03,-
1734,369,370.38,39.16,34.51,9.24,18.97,-,170.28,13.63,-
1735,397,320.77,34.56,29.82,6.37,16.62,-,121.72,12.55,-
1736,510,459.86,51.2,45,11.12,22.06,-,211.64,15.73,-
1737,454,459.96,48.08,41.57,8.86,24.09,-,171.56,18.33,-
1738,680,579.11,66,58.29,14.72,26.56,-,282.14,18.48,-
1739,680,531.96,59.38,51.37,10.36,25.79,-,207.06,19.33,-
1740,369,379.49,110.5,24.51,9.09,19.77,-,197.03,13.38,-
1741,397,336.63,106.45,20.32,6.52,17.82,-,153.47,12.55,-
1742,510,494.43,198.1,31.17,11.09,23.37,-,251.09,15.48,-
1743,454,487.78,194.49,27.27,8.53,25,-,206.01,17.83,-
1744,680,632.39,287.9,40.19,14.51,27.98,-,329.29,17.98,-
1745,680,571.74,280.31,32.27,9.55,26.41,-,244.21,18.33,-
1746,369,429.83,51.23,40.07,10.79,19.79,-,157.53,14.34,-
1747,397,386.97,47.13,35.88,8.22,17.84,-,133.97,13.51,-
1748,510,565.31,72.47,56,13.97,23.93,-,200.89,17.17,-
1749,454,565.41,69.35,52.58,11.71,25.96,-,160.81,19.76,-
1750,680,730.56,96.47,74.75,18.87,29.48,-,273.39,20.64,-
1751,680,644.66,81.1,61.7,14.01,28.53,-,194.56,21.38,-
1752,369,428.33,49.78,43.87,10.44,20.24,-,189.28,14.38,-
1753,397,378.72,45.18,39.18,7.57,17.89,-,140.72,13.31,-
1754,510,533.06,63.32,55.85,13.22,24.58,-,240.64,17.24,-
1755,454,533.16,60.2,52.43,10.96,26.56,-,200.56,19.83,-
1756,680,667.56,79.62,70.65,17.72,30.23,-,321.14,20.74,-
1757,680,613.66,72.5,63.23,13.06,29.06,-,241.06,21.33,-
1758,369,431.04,125.84,29.58,10.28,21.49,-,228.43,14.13,-
1759,397,395.02,122.24,25.89,8.01,19.95,-,189.87,13.55,-
1760,510,561.32,214.9,37.76,13.18,26.29,-,292.49,16.98,-
1761,454,568.16,212.28,34.84,11.22,28.72,-,257.41,19.83,-
1762,680,721.28,306.72,48.76,17.8,32.5,-,385.69,20.48,-
1763,680,660.62,299.1,40.84,12.84,30.93,-,300.61,20.83,-
1764,369,296.3,38.65,14.5,9.2,11.83,-,147.5,7.25,-
1765,397,228.8,33.65,9.5,6.2,7.83,-,97.5,4.75,-
1766,510,397.27,52.81,19,12.1,15.52,-,193.5,9.5,-
1767,454,336.52,48.31,14.5,9.4,11.92,-,148.5,7.25,-
1768,680,538.74,69.97,26.5,16.8,21.61,-,269.5,13.25,-
1769,680,410.49,60.47,17,11.1,14.01,-,174.5,8.5,-
1770,369,340.89,52.99,7.5,5.49,12.11,-,118.34,8.7,-
1771,397,340.89,52.99,7.5,5.49,12.11,-,118.34,8.7,-
1772,510,418.21,63.76,10,7.17,15.22,-,151.22,10.85,-
1773,454,431.71,64.76,11,7.77,16.02,-,161.22,11.35,-
1774,680,498.53,74.53,12.5,8.85,18.33,-,184.1,13,-
1775,680,509.03,75.53,13.5,9.45,19.13,-,194.1,13.5,-
1776,369,310.9,38.41,31.16,9.79,13.28,-,260.99,8.44,-
1777,397,243.4,33.41,26.16,6.79,9.28,-,210.99,5.94,-
1778,369,0,0,0,0,-,-,-,0,-
1779,397,0,0,0,0,-,-,-,0,-
1780,510,0,0,0,0,-,-,-,0,-
1781,454,0,0,0,0,-,-,-,0,-
1782,369,0.01,0,0,0,-,-,-,0,-
1783,397,0.01,0,0,0,-,-,-,0,-
1784,510,0.02,0,0,0,-,-,-,0,-
1785,454,0.02,0,0,0,-,-,-,0,-
1786,369,0.01,0,0,0,-,-,0.01,0,-
1787,397,0.01,0,0,0,-,-,0.01,0,-
1788,510,0.02,0,0,0,-,-,0.03,0,-
1789,454,0.02,0,0,0,-,-,0.03,0,-
1790,369,0.01,0,0,0,-,-,0.02,0,-
1791,397,0.01,0,0,0,-,-,0.02,0,-
1792,510,0.02,0,0,0,-,-,0.04,0,-
1793,454,0.02,0,0,0,-,-,0.04,0,-
1794,369,0,0,0,0,-,-,-,0,-
1795,397,0,0,0,0,-,-,-,0,-
1796,510,0,0,0,0,-,-,-,0,-
1797,454,0,0,0,0,-,-,-,0,-
1798,369,0.01,0,0,0,-,-,0.02,0,-
1799,397,0.01,0,0,0,-,-,0.02,0,-
1800,510,0.01,0,0,0,-,-,0.04,0,-
1801,454,0.01,0,0,0,-,-,0.04,0,-
1802,369,0.01,0,0,0,-,-,0.01,0,-
1803,397,0.01,0,0,0,-,-,0.01,0,-
1804,510,0.01,0,0,0,-,-,0.03,0,-
1805,454,0.01,0,0,0,-,-,0.03,0,-
1806,680,0,0,0,0,-,-,-,0,-
1807,680,0,0,0,0,-,-,-,0,-
1808,369,225,58.5,49.5,0,-,-,45,0,-
1809,510,300,78,66,0,-,-,60,0,-
1810,680,375,97.5,82.5,0,-,-,75,0,-
1811,369,107.5,27,24,0.5,-,-,2.5,0,-
1812,510,129,32.4,28.8,0.6,-,-,3,0,-
1813,680,150.5,37.8,33.6,0.7,-,-,3.5,0,-
1814,369,105,26.5,24,0.5,-,-,2.5,0,-
1815,397,0,0,0,0,-,-,-,0,-
1816,510,126,31.8,28.8,0.6,-,-,-,0,-
1817,454,0,0,0,0,-,-,-,0,-
1818,369,289.86,51.31,21.81,3.63,7.08,-,6,1.5,-
1819,510,367.22,67.12,26.81,4.65,8.17,-,8,2,-
1820,680,449.58,82.93,31.81,5.67,9.26,-,10,2.5,-
1821,397,289.01,51.03,21.63,3.7,6.89,-,149.49,4.35,-
1822,454,366.37,66.84,26.63,4.72,7.98,-,184.29,4.85,-
1823,680,448.73,82.65,31.63,5.74,9.07,-,224.09,5.35,-
1824,397,236.14,37.15,22.66,3.16,7.62,-,120.09,4.36,-
1825,454,295.94,48.52,30.55,4.01,8.85,-,148.68,4.87,-
1826,680,360.74,59.89,38.44,4.86,10.08,-,182.28,5.38,-
1827,397,303.19,53.87,31.79,4.54,7.54,-,111.99,4.58,-
1828,454,387.44,70.66,42.36,5.96,8.84,-,140.14,5.19,-
1829,680,476.69,87.45,52.92,7.38,10.13,-,173.29,5.8,-
1830,397,324.54,56.91,33.58,3.94,8.27,-,221.49,4.83,-
1831,454,426.84,77.78,46.72,5.17,9.81,-,298.83,5.56,-
1832,680,512.74,93.32,55.07,6.38,11.34,-,380.58,6.29,-
1833,397,261.69,46.54,39.16,3.45,6.2,-,86.94,4.35,-
1834,454,315.19,56.84,47.96,4.35,7.1,-,107.44,4.85,-
1835,680,373.69,67.14,56.76,5.25,8,-,132.94,5.35,-
1836,397,333,205.32,25.63,4.03,8.9,-,165.49,4.35,-
1837,454,411.96,291.14,30.63,5.05,10.31,-,198.69,4.85,-
1838,680,495.92,376.96,35.63,6.07,11.72,-,236.89,5.35,-
1839,397,338,59.94,6.63,4.96,8.61,-,68.39,5.85,-
1840,454,405.22,71.6,8.63,6.36,10.3,-,89.39,6.85,-
1841,680,472.44,83.26,10.63,7.76,11.99,-,110.39,7.85,-
1842,397,339.89,58.66,50.02,5.55,8.67,-,120.94,5.86,-
1843,454,406.89,69.96,59.82,7.05,10.37,-,151.44,6.86,-
1844,680,473.89,81.26,69.62,8.55,12.07,-,181.94,7.86,-
1845,397,418.5,213.99,33.96,6.16,14.3,-,192.16,8.52,-
1846,454,520.96,301.95,41.03,7.85,17.11,-,235.69,10.05,-
1847,680,613.42,388.77,47.03,9.47,19.32,-,278.89,11.05,-
1848,397,423.39,69.4,43.62,6.99,13.23,-,151.56,8.76,-
1849,454,531.14,88.32,56.25,9.08,15.93,-,190.04,10.4,-
1850,680,628.89,106.11,67.82,11.1,18.02,-,228.19,11.52,-
1851,397,621.7,98.33,76.33,11.35,21,-,108.68,3.67,-
1852,454,714.57,113.13,88.33,13.36,23.87,-,135.17,4.67,-
1853,680,807.44,127.93,100.33,15.37,26374,-,161.66,5.67,-
1854,397,297.3,54.58,34.7,7.87,5.36,-,110.89,3,-
1855,454,386.1,70.46,44.9,10.29,7.12,-,145.43,4,-
1856,680,461.4,85.34,54.1,12.11,8.08,-,169.97,4.5,-
1857,397,379,85,63,2.4,3.2,-,8,2,-
1858,454,450.75,101.7,75.3,2.7,3.6,-,9,2.25,-
1859,680,555,126.5,93.5,3,4,-,10,2.5,-
1860,397,379,85,63,2.4,3.2,-,190,2,-
1861,454,450.75,101.7,75.3,2.7,3.6,-,225,2.25,-
1862,680,555,126.5,93.5,3,4,-,275,2.5,-
1863,397,301.55,71.66,61.58,1.52,2.02,-,71.2,1.26,-
1864,454,439.83,104.24,89.62,2.28,3.03,-,104.29,1.9,-
1865,680,571.35,136.32,117.16,2.74,3.64,-,132.39,2.28,-
1866,397,359,79,71,2.4,3.7,-,8,2,-
1867,454,426.75,94.5,84.9,2.7,4.2,-,9,2.25,-
1868,680,525,117.5,105.5,3,4.75,-,10,2.5,-
1869,397,359,79,71,2.4,3.7,-,50,2,-
1870,454,426.75,94.5,84.9,2.7,4.2,-,57,2.25,-
1871,680,525,117.5,105.5,3,4.75,-,65,2.5,-
1872,397,354,77,69,2.4,3.7,-,50,2,-
1873,454,420.75,92.1,82.5,2.7,4.2,-,57,2.25,-
1874,680,517.5,114.5,102.5,3,4.75,-,65,2.5,-
1875,397,357.2,46.64,77.12,3.69,3.47,-,46.78,2.06,-
1876,397,149.65,37.5,35.4,0.35,-,-,-,0,-
1877,454,204.75,51.3,48.6,0.45,-,-,-,0,-
1878,680,250.25,62.7,59.4,0.55,-,-,-,0,-
1879,397,105,26,23.5,0.5,-,-,2.5,0,-
1880,454,126,31.2,28.2,0.6,-,-,3,0,-
1881,680,147,36.4,32.9,0.7,-,-,3.5,0,-
1882,397,147.9,37.15,35.4,0.35,-,-,16.63,0,-
1883,454,202.5,50.85,48.6,0.45,-,-,23.85,0,-
1884,680,247.5,62.15,59.4,0.55,-,-,29.15,0,-
1885,397,107.5,27,24,0.5,-,-,2.5,0,-
1886,454,129,32.4,28.8,0.6,-,-,3,0,-
1887,680,150.5,37.8,33.6,0.7,-,-,3.5,0,-
1888,397,105,26,23.5,0.5,-,-,2.5,0,-
1889,454,126,31.2,28.2,0.6,-,-,3,0,-
1890,454,292.6,73.15,71.47,0.62,0.15,-,31.08,0,-
1891,397,179.34,44.1,41.79,0.42,-,-,14.7,0,-
1892,454,256.2,63,59.7,0.6,-,-,21,0,-
1893,680,315.98,77.7,73.63,0.74,-,-,25.9,0,-
1894,397,180.6,44.52,42.84,0.42,-,-,15.75,0,-
1895,454,258,63.6,61.2,0.6,-,-,22.5,0,-
1896,680,318.2,78.44,75.48,0.74,-,-,27.75,0,-
1897,397,173,26.65,41.35,0.66,0.15,-,3.99,0.04,-
1898,454,276.2,69.94,52.12,1.29,0.37,-,10.78,0.06,-
1899,397,261.4,67.1,60.1,0,-,-,52.28,0,-
1900,454,380.6,97.9,86.9,0,-,-,76.12,0,-
1901,680,495,127.5,112.5,0,-,-,99,0,-
1902,410,321.9,-,41.9,4.9,-,-,150.8,9.6,-
1903,580,499.7,-,65.6,8.3,-,-,253.8,14.1,-
1904,360,416.5,-,51.5,8.5,-,-,210.8,12.6,-
1905,475,574.8,-,73.8,11,-,-,298.8,16.3,-
1906,378,463.7,-,63.3,8.1,-,-,248.5,12.9,-
1907,478,541,-,69,10.3,-,-,286.8,16.3,-
1908,251,225.7,-,32,7,-,-,173.4,4.9,-
1909,339,295.6,-,40.7,9.2,-,-,246.8,6.5,-
1910,354,394.8,-,48.6,7.3,-,-,267.4,12.6,-
1911,464,531.6,-,67.4,9.1,-,-,380.3,16.3,-
1912,395,5,-,0,0,-,-,30,0,-
1913,530,10,-,0,0,-,-,60,0,-
1914,280,5,-,0,0,-,-,30,0,-
1915,450,10,-,0,0,-,-,60,0,-
1916,280,161,-,10.8,7.2,-,-,150,6,-
1917,360,205,-,13.5,9,-,-,210,7.5,-
1918,395,122,-,8.1,5.4,-,-,120,4.5,-
1919,530,185.5,-,12.2,8.1,-,-,195,6.8,-
1920,369,482.9,-,50.3,10.3,-,-,240.9,18.6,-
1921,489,631.6,-,55.6,15.6,-,-,357.5,27.7,-
1922,424,404.9,-,44.9,6.7,-,-,180.9,15.6,-
1923,599,518.4,-,50.1,9.7,-,-,260,22.9,-
1924,356,445.9,-,38.5,8.4,-,-,258.9,20.6,-
1925,462,598.2,-,49.6,10.8,-,-,368.6,28.2,-
1926,411,367.9,-,33.1,4.8,-,-,198.9,17.6,-
1927,487,500.7,-,42.8,6.3,-,-,293.6,24.5,-
1928,409,347.3,-,47.4,4.5,-,-,234,10.3,-
1929,574,523.6,-,69.5,7.9,-,-,375.3,15.1,-
1930,403,366.2,-,56.5,3.6,-,-,173.5,9.2,-
1931,678,567.5,-,75.5,10.3,-,-,293.6,16.3,-
1932,409,427.6,-,49.6,7.9,-,-,-,14.1,-
1933,554,319.4,-,40.6,5,-,-,-,9.6,-
1934,409,319.4,-,40.6,5,-,-,155.5,9.6,-
1935,574,480.6,-,60.1,8.4,-,-,258.5,14.1,-
1936,281,158.5,-,5.6,4.5,-,-,104,3.8,-
1937,451,267.5,-,10.1,8.1,-,-,193.4,6.8,-
1938,274,136.7,-,18.8,2.5,-,-,75.9,2,-
1939,439,229.8,-,28.8,5.1,-,-,149,4.1,-
1940,415,154,-,14.2,5.4,-,-,120.6,4.5,-
1941,560,331.8,-,14,11.3,-,-,245.9,9.5,-
1942,221,41.5,-,3.1,1.5,-,-,55.1,1.3,-
1943,361,92,-,6.2,3.6,-,-,120.1,3,-
1944,415,187.6,-,20.5,5.4,-,-,121.2,4.5,-
1945,560,283.9,-,30.8,8.1,-,-,196.8,6.8,-
1946,30,5,-,0,0,-,-,30,0,-
1947,40,32,-,1.5,0,-,-,34.7,2.2,-
1948,105,108.4,-,10.1,1.6,-,-,53.6,3.8,-
1949,300,226.6,-,23.2,7.2,-,-,151.2,6,-
1950,360,303.4,-,32.1,9,-,-,210,7.5,-
1951,300,193,-,16.9,7.2,-,-,150.6,6,-
1952,390,253,-,22.7,9,-,-,210.9,7.5,-
1953,251,223.5,-,10.1,7.5,-,-,154,6.3,-
1954,346,316.2,-,13.4,10.4,-,-,230,8.7,-
1955,221,126,-,8.9,5.4,-,-,120.1,4.5,-
1956,301,170,-,11.6,7.2,-,-,180.1,6,-
1957,244,201.7,-,23.3,5.5,-,-,125.9,4.5,-
1958,334,278.5,-,32.2,7.3,-,-,186.5,6,-
1959,354,396.1,-,47.3,8,-,-,234.8,12.9,-
1960,464,539.1,-,64.1,11.1,-,-,303.5,16.3,-
1961,377,209.3,-,35.7,4.5,-,-,71.1,3,-
1962,473,286,-,56,4.4,-,-,69.5,2.4,-
1963,280,265.4,-,35.2,7.2,-,-,125,6,-
1964,360,359.1,-,50.1,9,-,-,157.5,7.5,-
1965,296,533.3,-,49.5,10.2,-,-,159.9,19.2,-
1966,421,785,-,70.1,14.9,-,-,228.4,28.6,-
1967,316,440.9,-,38.5,8.4,-,-,228.9,20.6,-
1968,402,588.2,-,49.6,10.8,-,-,308.6,28.2,-
1969,396,333.2,-,44.8,4.5,-,-,188.1,10.4,-
1970,610,543,-,71.4,9,-,-,317.4,16.3,-
1971,396,323.9,-,39.9,5.9,-,-,135.9,10.4,-
1972,601,489.9,-,60.1,9.7,-,-,216.4,15.2,-
1973,401,362.9,-,33.1,4.8,-,-,168.9,17.6,-
1974,497,490.7,-,42.8,6.3,-,-,233.6,24.5,-
1975,490,253.6,-,28.8,4.6,-,-,69,3.7,-
1976,545,398.8,-,46.2,7,-,-,104.1,5.6,-
1977,350,381.3,-,40.2,7.4,-,-,111.6,6,-
1978,440,519,-,53.5,11,-,-,168,8.9,-
1979,285,341.1,-,23.3,10.2,-,-,164.4,7.4,-
1980,368,474.3,-,32.8,13.5,-,-,223.4,10.2,-
1981,385,216.3,-,28.8,5.1,-,-,75,3.8,-
1982,530,334.2,-,43.8,8.1,-,-,120,6,-
