NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
411,166,399,-,17,15,-,-,529,7,-
412,156,399,-,9,18,-,-,696,8,-
413,193,482,-,14,22,-,-,829,11,-
414,126,304,-,5,14,-,-,587,5,-
415,160,370,-,6,20,-,-,752,6,-
416,100,240,-,4,12,-,-,497,4,-
417,134,314,-,6,16,-,-,668,6,-
418,162,444,-,6,20,-,-,886,10,-
419,110,308,-,4,14,-,-,552,8,-
420,124,308,-,6,14,-,-,568,5,-
421,162,406,-,8,18,-,-,756,8,-
422,194,480,-,6,24,-,-,1006,10,-
423,151,364,-,5,20,-,-,815,7,-
424,191,466,-,7,24,-,-,638,6,-
425,112,285,-,5,15,-,-,403,4,-
426,136,352,-,6,19,-,-,574,7,-
427,116,305,-,5,18,-,-,460,6,-
428,110,314,-,5,17,-,-,423,9,-
429,124,374,-,5,20,-,-,572,11,-
430,191,491,-,11,24,-,-,626,7,-
431,112,292,-,7,14,-,-,345,4,-
432,243,601,-,9,29,-,-,905,12,-
433,109,250,-,5,10,-,-,353,3,-
434,132,287,-,6,14,-,-,412,4,-
435,171,363,-,7,16,-,-,591,5,-
436,100,209,-,3,9,-,-,338,3,-
437,137,303,-,6,12,-,-,432,7,-
438,114,249,-,6,10,-,-,375,6,-
439,109,245,-,5,11,-,-,372,3,-
440,129,296,-,6,11,-,-,433,3,-
441,138,316,-,4,15,-,-,536,5,-
442,168,380,-,5,19,-,-,681,7,-
443,145,397,-,5,20,-,-,539,8,-
444,102,271,-,4,14,-,-,401,5,-
445,118,327,-,4,16,-,-,445,6,-
446,148,426,-,5,24,-,-,680,9,-
447,127,384,-,4,20,-,-,558,8,-
448,131,386,-,4,22,-,-,567,11,-
449,109,336,-,4,18,-,-,503,10,-
450,105,283,-,4,14,-,-,348,4,-
451,124,341,-,6,16,-,-,445,6,-
452,124,341,-,4,16,-,-,480,7,-
453,147,403,-,4,20,-,-,576,9,-
454,139,322,-,4,15,-,-,380,4,-
455,149,352,-,4,16,-,-,380,5,-
456,115,260,-,3,15,-,-,332,4,-
457,122,292,-,3,16,-,-,338,5,-
458,103,224,-,3,12,-,-,298,5,-
459,109,243,-,3,12,-,-,296,5,-
460,139,317,-,5,15,-,-,349,4,-
461,150,350,-,5,16,-,-,377,4,-
462,154,362,-,3,18,-,-,459,6,-
463,174,422,-,4,21,-,-,495,8,-
464,119,287,-,9,13,-,-,601,3,-
465,144,346,-,13,15,-,-,684,3,-
466,188,466,-,15,22,-,-,1066,7,-
467,114,274,-,8,14,-,-,588,4,-
468,152,410,-,18,20,-,-,942,7,-
469,132,323,-,14,15,-,-,736,6,-
470,119,297,-,10,13,-,-,563,3,-
471,146,361,-,10,16,-,-,632,3,-
472,143,356,-,8,18,-,-,757,6,-
473,182,441,-,9,22,-,-,873,7,-
474,105,650,-,1,17,-,-,721,2,-
475,178,481,-,4,36,-,-,1025,4,-
476,176,370,-,20,36,-,-,542,6,-
477,358,827,-,14,32,-,-,1965,11,-
478,137,121,-,10,8,-,-,153,0,-
479,285,650,-,8,17,-,-,1123,26,-
480,305,729,-,12,42,-,-,1199,5,-
481,100,133,-,9,1,-,-,158,4,-
482,100,135,-,11,2,-,-,315,4,-
483,329,382,-,16,20,-,-,1237,7,-
484,395,705,-,11,28,-,-,1347,18,-
485,392,851,-,9,29,-,-,1258,29,-
486,188,433,0,13,22,-,-,740,7,-
487,101,226,0,7,11,-,-,380,3.7,-
488,123,292,-,7,13,-,-,480,4.3,-
489,121,292,-,7,13,-,-,460,4.3,-
490,118,286,-,7,14,-,-,480,6,-
491,113,274,-,7,13,-,-,460,5,-
492,106,260,-,5,14,-,-,460,5,-
493,105,254,-,5,13,-,-,430,4.6,-
494,196,466,-,17,23,-,-,900,7,-
495,199,471,-,19,22,-,-,880,7,-
496,117,284,-,8,13,-,-,490,4.2,-
497,118,285,-,8,13,-,-,480,4,-
498,115,282,-,8,14,-,-,520,6,-
499,110,267,-,8,13,-,-,480,5,-
500,103,257,-,6,14,-,-,500,5,-
501,101,248,-,6,13,-,-,460,4.4,-
502,192,392,-,6,23,-,-,650,4.5,-
503,100,207,-,3,12,-,-,330,2.4,-
504,117,274,-,5,12,-,-,430,3.7,-
505,124,290,-,5,13,-,-,450,4,-
506,116,274,-,5,14,-,-,440,5,-
507,116,270,-,5,13,-,-,420,4.7,-
508,104,247,-,3,13,-,-,400,4.1,-
509,107,249,-,3,13,-,-,400,3.9,-
510,187,440,-,9,21,-,-,640,7,-
511,101,233,-,5,11,-,-,340,3.9,-
512,120,294,-,6,13,-,-,450,5,-
513,127,312,-,6,14,-,-,480,6,-
514,119,294,-,7,15,-,-,470,6,-
515,118,293,-,6,15,-,-,460,6,-
516,107,266,-,4,14,-,-,420,6,-
517,110,271,-,4,14,-,-,420,5,-
518,118,297,-,6,13,-,-,510,4.6,-
519,123,310,-,6,14,-,-,530,5,-
520,117,297,-,7,16,-,-,530,6,-
521,114,291,-,6,15,-,-,510,6,-
522,105,270,-,4,14,-,-,480,5,-
523,106,269,-,4,14,-,-,460,4.7,-
524,123,322,-,5,15,-,-,520,7,-
525,126,331,-,5,15,-,-,530,7,-
526,122,322,-,5,17,-,-,540,9,-
527,117,311,-,5,17,-,-,520,8,-
528,110,295,-,3,16,-,-,490,8,-
529,109,290,-,3,16,-,-,470,8,-
530,121,304,-,6,12,-,-,510,5,-
531,129,321,-,7,13,-,-,550,6,-
532,120,304,-,7,15,-,-,540,7,-
533,121,301,-,7,14,-,-,540,6,-
534,108,276,-,4,14,-,-,490,6,-
535,113,280,-,5,13,-,-,490,6,-
536,118,284,-,5,12,-,-,464,4.6,-
537,124,300,-,5,13,-,-,479,4.9,-
538,117,284,-,6,13,-,-,498,6,-
539,116,300,-,5,14,-,-,480,6,-
540,105,257,-,3,13,-,-,471,4.9,-
541,107,259,-,3,13,-,-,457,4.7,-
542,117,278,-,5,12,-,-,-,4.1,-
543,123,294,-,5,13,-,-,-,4.4,-
544,119,292,-,5,14,-,-,-,6,-
545,119,290,-,5,14,-,-,-,6,-
546,104,250,-,3,13,-,-,-,4.4,-
547,106,253,-,3,13,-,-,-,4.2,-
548,108,296,-,5,13,-,-,430,5,-
549,113,308,-,5,13,-,-,450,6,-
550,107,296,-,6,15,-,-,450,7,-
551,104,289,-,5,14,-,-,430,6,-
552,191,536,-,6,28,-,-,800,12,-
553,192,535,-,6,26,-,-,770,11,-
554,115,285,-,4,12,-,-,423,4.5,-
555,126,309,-,5,13,-,-,462,5,-
556,113,283,-,5,14,-,-,458,6,-
557,117,289,-,5,15,-,-,463,6,-
558,102,256,-,2,13,-,-,407,4.8,-
559,108,267,-,3,14,-,-,406,4.9,-
560,121,313,-,5,12,-,-,460,4.5,-
561,131,333,-,5,13,-,-,487,5,-
562,119,311,-,5,14,-,-,495,6,-
563,122,313,-,5,14,-,-,482,6,-
564,107,284,-,3,13,-,-,469,4.8,-
565,113,291,-,3,13,-,-,465,4.9,-
566,168,445,-,6,21,-,-,507,7,-
567,128,339,-,4,15,-,-,460,4.4,-
568,152,404,-,4,18,-,-,551,5,-
569,194,445,-,5,22,-,-,549,6,-
570,133,346,-,4,17,-,-,420,7,-
571,158,411,-,4,20,-,-,500,8,-
572,100,100,-,7,2,-,-,272,1,-
573,100,87,-,10,1,-,-,204,1,-
574,351,633,-,7,24,-,-,1250,12,-
575,321,498,-,19,22,-,-,1630,5,-
576,134,416,-,2,21,-,-,420,6,-
577,130,413,-,5,21,-,-,420,7,-
578,126,270,-,3,27,-,-,650,4,-
579,252,540,-,4,54,-,-,1310,9,-
580,166,373,-,20,28,-,-,950,4,-
581,292,643,-,23,55,-,-,1600,9,-
582,150,283,-,1,20,-,-,750,3,-
583,300,567,-,1,39,-,-,1500,6,-
584,366,690,-,0,24,-,-,930,11,-
585,60,106,-,0,3,-,-,250,1,-
586,11,60,-,0,0,-,-,58,1,-
587,2,1,-,0,0,-,-,12,0,-
588,120,50,-,9,0,-,-,5,0,-
589,70,55,-,11,0,-,-,5,0,-
590,136,410,-,6,17,-,-,600,9,-
591,145,381,-,5,20,-,-,583,10.5,-
592,154,496,-,3,15,-,-,560,10,-
593,125,353,-,5,17,-,-,626,7.5,-
594,129,371,-,8,17,-,-,552,6.7,-
595,129,306,-,6,16,-,-,520,8,-
596,158,413,-,6,21,-,-,645,9.2,-
597,121,372,-,5,18,-,-,532,13,-
598,140,343,-,5,16,-,-,631,6.9,-
599,106,343,-,4,15,-,-,488,8,-
600,106,265,-,5,14,-,-,550,4,-
601,121,311,-,6,15,-,-,598,5,-
602,120,300,-,6,15,-,-,601,6,-
603,123,309,-,7,14,-,-,587,6,-
604,120,306,-,8,14,-,-,557,6,-
605,118,297,-,5,16,-,-,630,6,-
606,133,341,-,6,16,-,-,670,5,-
607,151,396,-,7,17,-,-,729,6,-
608,149,383,-,7,18,-,-,734,7,-
609,154,394,-,8,17,-,-,715,7,-
610,149,390,-,9,17,-,-,679,7,-
611,145,374,-,6,19,-,-,753,6,-
612,195,454,-,12,34,-,-,792,9,-
613,113,273,-,7,18,-,-,444,6,-
614,111,262,-,7,19,-,-,447,6,-
615,115,271,-,8,18,-,-,433,7,-
616,111,268,-,9,18,-,-,403,6,-
617,109,259,-,6,20,-,-,476,6,-
618,126,296,-,6,18,-,-,464,7,-
619,145,352,-,7,19,-,-,524,8,-
620,143,339,-,7,20,-,-,528,8,-
621,147,350,-,8,19,-,-,509,9,-
622,143,346,-,10,18,-,-,473,9,-
623,139,329,-,6,21,-,-,547,8,-
624,193,510,-,6,31,-,-,844,11,-
625,112,301,-,4,17,-,-,470,7,-
626,110,289,-,4,17,-,-,473,7,-
627,113,299,-,5,17,-,-,459,7,-
628,110,296,-,6,16,-,-,429,7,-
629,113,262,-,3,16,-,-,548,7,-
630,122,321,-,4,18,-,-,558,7,-
631,140,377,-,6,19,-,-,617,8,-
632,134,364,-,6,20,-,-,621,9,-
633,138,375,-,7,19,-,-,603,9,-
634,134,371,-,8,18,-,-,567,9,-
635,130,354,-,4,21,-,-,640,8,-
636,176,435,-,10,22,-,-,742,7,-
637,200,499,-,10,27,-,-,903,10,-
638,103,233,-,6,12,-,-,419,5,-
639,102,231,-,8,11,-,-,378,5,-
640,102,231,-,6,12,-,-,422,5,-
641,105,234,-,7,12,-,-,408,6,-
642,111,278,-,6,14,-,-,452,4,-
643,123,311,-,6,16,-,-,535,6,-
644,129,334,-,8,15,-,-,511,6,-
645,128,327,-,10,14,-,-,461,6,-
646,128,320,-,8,15,-,-,516,6,-
647,132,332,-,9,15,-,-,497,7,-
648,178,450,-,10,22,-,-,718,8,-
649,179,454,-,7,29,-,-,885,8,-
650,185,481,-,10,25,-,-,821,8,-
651,182,472,-,13,24,-,-,739,9,-
652,182,459,-,10,26,-,-,827,8,-
653,189,477,-,11,25,-,-,798,9,-
654,104,265,-,5,14,-,-,554,4,-
655,116,298,-,5,17,-,-,637,5,-
656,122,321,-,6,15,-,-,614,5,-
657,120,314,-,8,15,-,-,563,6,-
658,120,307,-,6,16,-,-,618,6,-
659,125,319,-,7,15,-,-,599,6,-
660,188,523,-,15,21,-,-,707,9,-
661,184,514,-,19,20,-,-,626,10,-
662,157,431,-,13,19,-,-,611,7,-
663,184,500,-,15,21,-,-,714,10,-
664,191,519,-,17,20,-,-,684,11,-
665,181,495,-,13,24,-,-,772,10,-
666,126,348,-,10,15,-,-,480,6,-
667,124,342,-,12,14,-,-,430,7,-
668,108,292,-,8,13,-,-,421,5,-
669,124,335,-,10,15,-,-,485,7,-
670,129,346,-,11,14,-,-,466,7,-
671,120,325,-,8,16,-,-,504,6,-
672,197,510,-,13,24,-,-,845,9,-
673,193,501,-,16,23,-,-,763,10,-
674,166,419,-,10,21,-,-,749,7,-
675,193,488,-,13,24,-,-,852,10,-
676,100,253,-,7,12,-,-,411,5,-
677,190,483,-,10,27,-,-,909,10,-
678,119,308,-,7,13,-,-,516,6,-
679,117,302,-,9,13,-,-,466,6,-
680,101,253,-,6,12,-,-,457,5,-
681,117,295,-,7,14,-,-,521,6,-
682,121,306,-,8,13,-,-,502,7,-
683,113,286,-,6,15,-,-,540,6,-
684,185,549,-,19,17,-,-,613,9,-
685,182,540,-,22,16,-,-,531,10,-
686,155,458,-,16,15,-,-,517,7,-
687,182,527,-,19,18,-,-,619,10,-
688,189,545,-,20,17,-,-,590,11,-
689,179,522,-,16,21,-,-,677,10,-
690,123,376,-,14,11,-,-,393,6,-
691,121,370,-,16,11,-,-,342,6,-
692,105,320,-,13,10,-,-,334,5,-
693,121,363,-,14,12,-,-,397,6,-
694,125,374,-,15,11,-,-,379,7,-
695,117,353,-,13,13,-,-,416,6,-
696,191,530,-,16,20,-,-,729,9,-
697,188,521,-,19,19,-,-,647,10,-
698,160,438,-,13,18,-,-,633,7,-
699,188,507,-,16,21,-,-,736,10,-
700,195,526,-,17,20,-,-,706,11,-
701,184,502,-,13,24,-,-,793,10,-
702,121,342,-,11,12,-,-,455,6,-
703,119,336,-,13,12,-,-,404,6,-
704,103,287,-,9,11,-,-,395,5,-
705,119,329,-,11,13,-,-,459,6,-
706,123,340,-,12,12,-,-,440,7,-
707,115,320,-,9,14,-,-,478,6,-
708,180,436,-,9,17,-,-,646,7,-
709,177,427,-,13,16,-,-,564,8,-
710,177,414,-,9,18,-,-,652,8,-
711,184,432,-,10,17,-,-,623,9,-
712,122,310,-,6,13,-,-,441,5,-
713,120,304,-,8,12,-,-,390,6,-
714,120,297,-,6,13,-,-,445,5,-
715,125,308,-,7,12,-,-,426,6,-
716,191,452,-,10,22,-,-,746,8,-
717,187,442,-,14,21,-,-,665,9,-
718,160,360,-,8,20,-,-,650,6,-
719,187,429,-,10,23,-,-,753,9,-
720,194,448,-,12,22,-,-,723,10,-
721,184,424,-,8,26,-,-,811,9,-
722,120,287,-,6,13,-,-,517,5,-
723,118,281,-,8,13,-,-,467,6,-
724,102,231,-,5,12,-,-,458,4,-
725,118,273,-,6,14,-,-,521,5,-
726,123,285,-,7,13,-,-,503,6,-
727,114,264,-,5,15,-,-,540,5,-
728,185,444,-,10,20,-,-,696,8,-
729,182,435,-,13,19,-,-,615,9,-
730,182,421,-,10,20,-,-,703,8,-
731,189,440,-,11,19,-,-,673,10,-
732,121,299,-,6,13,-,-,479,5,-
733,119,292,-,8,12,-,-,428,6,-
734,119,285,-,6,14,-,-,483,5,-
735,124,297,-,7,13,-,-,465,6,-
736,157,403,-,8,21,-,-,716,7,-
737,102,274,-,8,15,-,-,463,4,-
738,164,368,-,5,25,-,-,685,5,-
739,101,250,-,4,14,-,-,398,3,-
740,144,365,-,9,20,-,-,553,6,-
741,167,413,-,7,22,-,-,720,7,-
742,149,383,-,2,21,-,-,577,2,-
743,189,515,-,2,29,-,-,800,2,-
744,139,372,-,2,18,-,-,500,7,-
745,174,486,-,5,26,-,-,698,9,-
746,104,252,-,8,16,-,-,318,5,-
747,124,270,-,6,16,-,-,395,5,-
748,172,451,-,12,27,-,-,1104,8,-
749,114,319,-,5,17,-,-,653,6,-
750,131,337,-,6,17,-,-,651,5,-
751,155,401,-,6,22,-,-,811,7,-
752,150,382,-,5,19,-,-,721,7,-
753,174,488,-,5,15,-,-,886,10,-
754,165,430,-,7,22,-,-,680,8,-
755,166,492,-,6,21,-,-,648,11,-
756,189,494,-,7,27,-,-,840,10,-
757,105,281,-,5,12,-,-,468,5,-
758,117,314,-,5,15,-,-,551,6,-
759,147,353,-,4,16,-,-,632,5,-
760,149,415,-,4,15,-,-,600,8,-
761,171,417,-,4,21,-,-,793,7,-
762,192,479,-,8,20,-,-,834,7,-
763,108,273,-,4,13,-,-,500,5,-
764,114,336,-,6,16,-,-,465,6,-
765,115,398,-,5,15,-,-,433,10,-
766,138,400,-,6,21,-,-,625,9,-
767,137,411,-,7,21,-,-,561,7,-
768,161,477,-,7,27,-,-,727,10,-
769,169,572,-,5,30,-,-,790,11,-
770,109,309,-,3,18,-,-,524,6,-
771,126,188,-,2,10,-,-,326,3,-
772,149,441,-,4,26,-,-,812,9,-
773,160,510,-,6,25,-,-,865,9,-
774,185,576,-,6,31,-,-,1030,12,-
775,153,370,-,9,22,-,-,609,5,-
776,177,435,-,9,28,-,-,770,8,-
777,192,483,-,11,27,-,-,793,6,-
778,108,275,-,6,16,-,-,479,4,-
779,141,343,-,6,17,-,-,532,5,-
780,164,407,-,6,23,-,-,693,7,-
781,183,471,-,8,23,-,-,927,7,-
782,104,269,-,4,14,-,-,546,5,-
783,120,368,-,4,20,-,-,561,11,-
784,100,275,-,3,15,-,-,419,8,-
785,184,459,-,11,23,-,-,251,7,-
786,194,393,-,12,20,-,-,842,7,-
787,216,510,-,11,22,-,-,736,11,-
788,30,94,-,0,8,-,-,133,4,-
789,797,1118,-,55,19,-,-,2090,17,-
790,1172,1699,-,62,43,-,-,3023,24,-
791,747,1499,-,174,19,-,-,4833,16,-
792,374,749,-,87,9,-,-,2416,8,-
793,428,1421,-,18,94,-,-,1598,32,-
794,644,1162,-,136,17,-,-,4324,15,-
795,322,581,-,68,9,-,-,2162,8,-
796,371,567,-,16,25,-,-,1203,3,-
797,493,567,-,16,25,-,-,1203,3,-
798,359,639,-,2,24,-,-,857,13,-
799,375,583,-,8,23,-,-,884,8,-
800,378,501,-,6,24,-,-,1123,12,-
801,208,383,-,2,6,-,-,711,3,-
802,152,280,-,1,29,-,-,686,4,-
803,304,560,-,2,58,-,-,1373,8,-
804,148,252,-,0,22,-,-,903,4,-
805,296,503,-,0,45,-,-,1806,9,-
806,120,283,-,2,11,-,-,417,6,-
807,240,566,-,3,23,-,-,834,12,-
808,140,356,-,6,5,-,-,627,2,-
809,221,196,-,3,9,-,-,299,5,-
810,660,972,-,50,16,-,-,1914,10,-
811,665,956,-,50,16,-,-,1881,11,-
812,310,534,-,34,6,-,-,866,6,-
813,75,52,-,12,0,-,-,270,0,-
814,10,52,-,0,0,-,-,32,1,-
815,4,1,-,0,0,-,-,81,0,-
816,12,29,-,1,0,-,-,68,0,-
817,160,396,-,11,14,-,-,372,7,-
818,198,490,-,13,17,-,-,460,8,-
819,123,313,-,6,13,-,-,198,7,-
820,129,339,-,7,18,-,-,461,5,-
821,140,369,-,7,19,-,-,502,5,-
822,104,284,-,5,16,-,-,376,6,-
823,115,336,-,4,14,-,-,227,5,-
824,184,538,-,7,22,-,-,363,8,-
825,147,480,-,6,21,-,-,303,8,-
826,122,326,-,4,16,-,-,332,7,-
827,194,522,-,6,25,-,-,530,11,-
828,161,445,-,3,31,-,-,598,11,-
829,126,274,-,6,14,-,-,328,4,-
830,101,220,-,5,11,-,-,263,3,-
831,163,402,-,2,25,-,-,485,7,-
832,143,402,-,4,19,-,-,211,8,-
833,114,307,-,3,15,-,-,166,7,-
834,119,396,-,5,15,-,-,86,9,-
835,190,603,-,8,23,-,-,131,13,-
836,149,362,-,14,15,-,-,540,5,-
837,178,397,-,18,19,-,-,866,5,-
838,111,293,-,13,9,-,-,151,5,-
839,158,389,-,12,12,-,-,573,6,-
840,185,422,-,16,15,-,-,900,6,-
841,120,347,-,8,9,-,-,269,8,-
842,131,322,-,10,16,-,-,282,4,-
843,102,249,-,8,12,-,-,219,3,-
844,193,474,-,13,28,-,-,722,8,-
845,147,351,-,9,17,-,-,500,6,-
846,112,267,-,7,13,-,-,380,4,-
847,112,298,-,6,14,-,-,315,8,-
848,118,293,-,5,14,-,-,336,5,-
849,105,261,-,5,13,-,-,300,4,-
850,162,422,-,8,24,-,-,442,8,-
851,134,370,-,13,16,-,-,461,6,-
852,121,333,-,12,14,-,-,415,5,-
853,186,525,-,18,22,-,-,623,10,-
854,126,363,-,6,14,-,-,194,8,-
855,161,493,-,7,20,-,-,502,12,-
856,133,408,-,7,11,-,-,263,7,-
857,177,527,-,8,30,-,-,380,12,-
858,115,344,-,6,18,-,-,184,10,-
859,136,396,-,9,23,-,-,402,10,-
860,104,363,-,4,13,-,-,168,10,-
861,117,436,-,5,24,-,-,476,12,-
862,193,603,-,9,23,-,-,227,11,-
863,110,370,-,5,23,-,-,301,9,-
864,156,417,-,9,19,-,-,175,7,-
865,125,318,-,7,15,-,-,137,6,-
866,109,289,-,6,18,-,-,336,6,-
867,160,394,-,5,16,-,-,201,9,-
868,128,300,-,4,13,-,-,158,7,-
869,109,295,-,3,13,-,-,312,8,-
870,156,394,-,6,14,-,-,93,8,-
871,125,300,-,5,11,-,-,71,6,-
872,113,297,-,5,13,-,-,198,7,-
873,191,567,-,11,20,-,-,171,7,-
874,153,439,-,9,16,-,-,134,5,-
875,137,320,-,6,19,-,-,378,5,-
876,167,405,-,6,11,-,-,627,7,-
877,143,336,-,7,9,-,-,540,5,-
878,131,252,-,5,7,-,-,609,6,-
879,515,796,-,17,15,-,-,1384,5,-
880,340,556,-,6,29,-,-,1001,11,-
881,200,512,-,1,29,-,-,690,10,-
882,110,145,-,10,2,-,-,320,1,-
883,380,950,-,19,43,-,-,2050,15,-
884,420,990,-,9,34,-,-,1409,18,-
885,115,309,-,2,10,-,-,276,6,-
886,292,545,-,4,15,-,-,626,4,-
887,298,574,-,7,24,-,-,895,7,-
888,170,433,-,2,24,-,-,834,4,-
889,130,349,-,8,8,-,-,581,10,-
890,120,107,-,2,18,-,-,393,5,-
891,120,170,-,14,2,-,-,6,7,-
892,120,258,-,14,5,-,-,403,9,-
893,85,1495,-,22,85,-,-,2200,22,-
894,93,2435,-,38,116,-,-,3740,37,-
895,91,230,-,1,15,-,-,350,5,-
896,57,135,-,0.7,9,-,-,210,3,-
897,92,185,-,3,15,-,-,350,4.3,-
898,95,205,-,2,13,-,-,350,4.8,-
899,97,230,-,2,13,-,-,460,4,-
900,96,225,-,2,13,-,-,450,4,-
901,99,240,-,2,9,-,-,290,4,-
902,101,245,-,2,10,-,-,300,4,-
903,20,55,-,1,3,-,-,80,1,-
904,29,80,-,1,5,-,-,120,2,-
905,87,215,-,0.9,7,-,-,240,3,-
906,93,230,-,1,8,-,-,260,3,-
907,75,180,-,0.8,9,-,-,310,3,-
908,72,175,-,0.9,9,-,-,300,3,-
909,107,240,-,5,13,-,-,340,5,-
910,113,250,-,6,13,-,-,370,6,-
911,101,225,-,3,10,-,-,380,5,-
912,109,241,-,3,16,-,-,380,5,-
913,100,235,-,7,9,-,-,280,3,-
914,102,240,-,7,9,-,-,290,4,-
915,39,95,-,1,4,-,-,140,2.3,-
916,65,155,-,2,8,-,-,200,3.8,-
917,34,110,-,0.5,8,-,-,75,3,-
918,34,80,-,1,7,-,-,170,2,-
919,82,185,-,2,8,-,-,290,3,-
920,111,250,-,2,11,-,-,390,4,-
921,72,184,-,2,11,-,-,300,4,-
922,73,185,-,2,11,-,-,300,4,-
923,66,155,-,0.3,7,-,-,230,2,-
924,70,165,-,0.4,8,-,-,250,3,-
925,70,155,-,4,8,-,-,170,2,-
926,70,155,-,4,8,-,-,170,2,-
927,70,170,-,4,7,-,-,260,3,-
928,74,180,-,4,8,-,-,280,3,-
929,53,155,-,2,7,-,-,250,3,-
930,58,170,-,2,8,-,-,270,3,-
931,57,155,-,2,10,-,-,190,3,-
932,61,165,-,2,10,-,-,210,4,-
933,92,230,-,4,8,-,-,300,3,-
934,93,235,-,4,8,-,-,300,3,-
935,77,185,-,3,9,-,-,330,3,-
936,77,185,-,3,9,-,-,330,3,-
937,66,200,-,2,11,-,-,360,4,-
938,62,190,-,2,11,-,-,340,4,-
939,97,215,-,1,14,-,-,400,4,-
940,96,215,-,1,14,-,-,400,4,-
941,295,940,-,23,36,-,-,950,25,-
942,425,700,-,10,28,-,-,860,19,-
943,290,1125,-,39,16,-,-,770,34,-
944,150,580,-,20,8,-,-,400,18,-
945,85,330,-,11,5,-,-,230,10,-
946,190,735,-,10,27,-,-,520,38,-
947,95,365,-,5,13,-,-,260,19,-
948,280,615,-,7,62,-,-,1550,11,-
949,280,615,-,7,62,-,-,1550,11,-
950,300,605,-,31,3,-,-,410,6,-
951,445,655,-,3,27,-,-,1220,10,-
952,395,715,-,3,20,-,-,670,14,-
953,220,680,-,8,24,-,-,860,0,-
954,385,995,-,7,39,-,-,1330,17,-
955,255,805,-,2,47,-,-,1110,17,-
956,337,1020,-,20,47,-,-,1360,17,-
957,225,480,-,1,42,-,-,1400,7,-
958,180,375,-,4,6,-,-,850,7,-
959,118,310,-,6,17,-,-,410,2,-
960,146,400,-,8,24,-,-,510,303,-
961,135,295,-,5,18,-,-,520,2.2,-
962,166,380,-,6,25,-,-,650,3.2,-
963,144,355,-,6,18,-,-,460,2.9,-
964,177,455,-,8,25,-,-,570,4.2,-
965,134,280,-,7,18,-,-,470,2.6,-
966,165,360,-,10,25,-,-,580,3.9,-
967,146,335,-,7,17,-,-,589,7,-
968,180,490,-,9,23,-,-,727,11,-
969,145,335,-,7,16,-,-,475,8,-
970,178,428,-,10,22,-,-,586,12,-
971,175,472,-,9,25,-,-,1024,9,-
972,108,304,-,6,18,-,-,632,7,-
973,112,285,-,4,13,-,-,361,6,-
974,183,489,-,8,24,-,-,594,12,-
975,94,203,-,5,9,-,-,311,4,-
976,173,393,-,9,19,-,-,575,8,-
977,153,362,-,6,18,-,-,675,6,-
978,188,466,-,7,25,-,-,833,9,-
979,151,324,-,5,15,-,-,429,5,-
980,186,417,-,7,21,-,-,529,7,-
981,123,273,-,5,16,-,-,537,5,-
982,151,351,-,7,22,-,-,662,7,-
983,119,242,-,3,13,-,-,269,5,-
984,146,311,-,4,18,-,-,332,8,-
985,128,289,-,5,15,-,-,413,5,-
986,157,372,-,7,20,-,-,510,7,-
987,113,250,-,4,14,-,-,421,3,-
988,138,322,-,6,19,-,-,520,5,-
989,100,240,-,6,11,-,-,277,3,-
990,123,309,-,8,16,-,-,342,5,-
991,101,234,-,6,13,-,-,355,3,-
992,124,301,-,7,17,-,-,438,5,-
993,104,254,-,7,12,-,-,317,4,-
994,128,327,-,9,17,-,-,391,6,-
995,163,438,-,9,21,-,-,628,9,-
996,100,282,-,6,15,-,-,387,7,-
997,164,466,-,9,22,-,-,549,10,-
998,101,300,-,5,15,-,-,339,7,-
999,106,245,-,6,12,-,-,257,3,-
1000,131,315,-,8,16,-,-,317,4,-
1001,184,542,-,7,20,-,-,769,11,-
1002,195,538,-,7,32,-,-,1040,12,-
1003,186,252,-,7,24,-,-,849,8,-
1004,241,680,-,8,35,-,-,990,12,-
1005,148,440,-,5,24,-,-,610,9,-
1006,535,1225,-,43,51,-,-,1590,17,-
1007,329,790,-,27,35,-,-,980,12,-
1008,315,985,-,23,33,-,-,1170,27,-
1009,194,635,-,15,23,-,-,720,20,-
1010,241,680,-,8,35,-,-,990,12,-
1011,148,440,-,5,24,-,-,610,9,-
1012,535,1225,-,43,51,-,-,1590,17,-
1013,329,790,-,27,35,-,-,980,12,-
1014,315,985,-,23,33,-,-,1170,27,-
1015,194,635,-,15,23,-,-,720,20,-
1016,324,840,-,27,33,-,-,910,16,-
1017,200,540,-,17,23,-,-,560,12,-
1018,2094,636,-,58,8,-,-,2007,4,-
1019,2253,2530,-,125,102,-,-,10550,23,-
1020,167,325,-,0,3,-,-,450,0,-
1021,42,94,-,15,1,-,-,62,0,-
1022,500,870,-,3,88,-,-,1470,18,-
1023,230,440,-,1,15,-,-,660,5,-
1024,431,590,-,16,13,-,-,920,11,-
1025,550,960,-,3,97,-,-,1610,20,-
1026,300,760,-,27,23,-,-,865,8,-
1027,105,305,-,11,8,-,-,360,6,-
1028,280,540,-,5,60,-,-,1540,9,-
1029,250,635,-,3,35,-,-,1230,7,-
1030,280,730,-,10,57,-,-,1400,22,-
