NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
40730,115,259,35,12,5,11,32,736,7,0
40731,100,419,33,1,5.5,29,78,350,20,0
40732,100,365,37.5,8.1,8,20.2,0,394,12.9,0
40733,100,271,38,15,5,11,29,690,7,0
40734,90,268,35,16,5,12,28,234,7,0.2
40735,90,347,38,14,6,19,41,300,9,0.4
40736,100,380,37,8,8,22,55,390,14,0.6
40737,100,369,39,8.4,7.2,20,53,394,13,0
40738,100,370,38,1.2,6.2,21,56,394,14,0
40739,100,369,39,8.4,7.2,20,53,394,13,0
40740,140,313,66,1,10,1,0,1820,0,0
40741,100,556,38,35,6.2,39,0,4,6.7,0
40742,100,566,52,49,6.3,36,0,31,6.2,0
40743,100,413,50.2,13.7,6.9,20.52,34.5,325,12.38,0.34
40744,100,365,55,11,9.3,12,63,420,4.4,0.2
40745,100,373,55,11,9,13,59.2,454,4.6,0.21
40746,100,380,54,14.8,7.9,14.7,27.3,383,3.72,0.1
40747,100,367,52.3,10.8,7.8,14.09,68.6,388,6.3,0.41
40748,100,402,50.7,10.8,7.9,18.63,40.8,359,10.66,0.36
40749,100,810,0,0,0,90,0,0,11,0
40750,100,384,93,75,3,0,0,40,0,0
40751,100,382,93,75,3,0,0,40,0,0
40752,100,384,93,75,3,0,-,40,0,0
40753,100,373,87,74,3,1.4,-,30,0,0
40754,100,403,87,74,3,4.8,-,32,1.5,0
40755,100,384,93,75,3,0,0,40,0,0
40756,100,384,93,75,3,0,0,100,0,0
40757,100,384,93,75,3,0,-,40,0,0
40758,100,403,87,74,3,4.8,0,32,1.5,0
40759,100,364,87,67,4,0,-,0,0,0
40760,100,384,93,75,3,0,-,40,0,0
40761,100,384,93,75,3,0,-,40,0,0
40762,100,830,0,0,0,92,0,0,7,0
40763,100,830,0,0,0,92,0,0,7,0
40764,100,828,0,0,0,92,0,0,7,2
40765,100,830,0,0,0,92,0,0,7,2
40766,100,276,15,15,0,24,0,45,23,0.7
40767,100,828,0,0,0,92,0,0,-,11
40768,100,268,66,63,0.1,0.1,0,0,0,0
40769,100,271,67,62.5,0.5,0.1,0,5.2,0,0
40770,100,290,0.16,0,0.26,0.13,0,0,0,0
40771,100,112,28,20,0,0,0,59,0,0
40772,100,112,28,24,0,0,0,18,0,0
40773,100,302,65,1.2,5,1.6,0,393,0.7,0
40774,100,314,63,3.3,9.5,2.7,0,649,1,0
40775,30,120,23,4,2,2,0,90,0.5,0
40776,100,180,21,2.8,4.7,8.6,0,890,0.7,0
40777,100,828,0,0,0,90,0,0,16.5,0
40778,100,577,54,50,7,37,0,250,22,0
40779,100,577,54,50,7,37,0,250,22,0
40780,100,577,54,50,7,37,0,250,22,0
40781,100,577,54,50,7,37,0,250,22,0
40782,100,3423,5.8,5.8,223,110,0,0,49,0
40783,100,200,40,40,0,0,0,0,0,0
40784,100,20,4,3,1,0,0,267,0,0
40785,100,20,4,3,1,0,0,270,0,0
40786,100,900,0,0,0,100,0,0,13,0
40787,100,837,0,0,0,93,-,0,13,0
40788,100,837,0,0,0,93,-,0,13,0
40789,100,837,0,0,0,93,0,0,13,0
40790,100,348,87,87,0,0,0,0,0,0
40791,100,365,87,64,0.4,1.6,0,110,0.9,0.01
40792,100,165,29.7,0.4,5.2,2.9,0,302,1,0
40793,100,173,32.8,0.7,4.3,2.8,0,246.3,0.9,0
40794,100,88,22,20,0,0,0,0,0,0
40795,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40796,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40797,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40798,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40799,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40800,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40801,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40802,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40803,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40804,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40805,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40806,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40807,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40808,100,396,98.6,74.1,0,0.2,0,19,0.14,0
40809,100,401,78.2,50.6,2.5,8.7,9.1,669,6.4,0.3
40810,100,401,78.2,50.6,2.5,8.7,9.1,669,6.4,0.3
40811,100,413,77.9,56.5,3,9.9,9.1,264,8.8,0
40812,100,420,77.3,58.9,2.6,11.2,9.1,323,7.3,0
40813,100,353,66,46,2,9,9,197,6,0.3
40814,100,819,0,0,0,91,0,0,13,0
40815,100,963,0,0,0,107,0,0,8,1.2
40816,15,75,9,8,0.5,4,0,0,2,0
40817,100,560,54,41,5,36,0,0,22,0
40818,100,550,40,33,7,40,0,0,27,0
40819,100,580,27,27,7,87,0,0,27,0
40820,100,90,8,7.5,1,6,5,15,3,0
40821,100,585,54,49,7,38,0,90,23,0
40822,100,90,52,52,7,38,0,120,23,0
40823,100,580,52,52,7,38,0,120,23,0
40824,100,565,55,54,3,37,0,25,36,1
40825,100,513,53,51,5,31.2,0,18,29,1
40826,100,539,67,60,7,27,0,0,17,0
40827,100,510,57,53,5,29,0,5,17,0.24
40828,100,475,62,57,5,23,0,40,14,0
40829,100,437,65,61,6,17,0,127,10,0.5
40830,100,27,6.7,3,0,0,0,53,0,0
40831,100,900,0,0,0,100,0,0,43,0
40832,100,181,39,37,0,3,0,0,2,0
40833,100,169,16.8,16.8,0,1.2,0,0,1.2,0
40834,100,828,0,0,0,92,0,0,13,0
40835,100,882,0,0,0,98,0,0,13,0
40836,100,890,0,0,0,98.8,0,0,14.3,0
40837,100,823.5,0,0,0,91.5,0,0,15.9,0
40838,100,40,10,8,0,0,0,10,0,0
40839,100,185,46,43,0.3,0,0,40,0,0
40840,100,330,22,20,0,27,85,100,17,0
40841,100,395,20,19,4,33,92,190,17,0
40842,100,230,1,0,12,20,27,530,12,0
40843,100,900,0,0,0,100,0,0,15,0
40844,100,900,0,0,0,100,0,0,15,0
40845,100,900,0,0,0,100,0,0,17,0
40846,100,384,96,70,0,0,0,0,0,0
40847,100,392,97,70,0.4,0.3,0,10,0.1,0
40848,100,395,97,70,0.5,0.5,0,0,0.1,0
40849,100,395,97,70,0.5,0,0,0,0.1,0
40850,100,392,97,70,0.4,0.3,0,10,0.1,0
40851,100,392,97,70,0.4,0.3,0,10,0.1,0
40852,100,392,97,70,0.4,0.3,0,10,0.1,0
40853,100,392,97,70,0.4,0.3,0,10,0.1,0
40854,100,392,97,70,0.4,0.3,0,10,0.1,0
40855,100,392,97,70,0.4,0.3,0,10,0.1,0
40856,100,395,97,70,0.5,0.5,0,10,0.1,0
40857,100,403,92,70,2,3,0,300,2,0
40858,100,394,92,70,2,2,0,300,1,0
40859,100,394,93,70,2,1.5,0,300,1,0
40860,100,396,95,76,0.5,1.6,3,130,0.8,0
40861,100,392,97,70,0.4,0.3,0,10,0.1,0
40862,100,392,97,70,0.4,0.3,0,10,0.1,0
40863,100,392,97,70,0.4,0.3,0,10,0.1,0
40864,100,392,97,70,0.4,0.3,0,10,0.1,0
40865,100,384,96,70,0.4,0.3,0,10,0.1,0
40866,100,205,25,0,2,11,0,350,0.8,0
40867,100,885,0.1,0.1,0.5,98,0,100,13,0
40868,23,70,19,11,0,0,0,55,0,0
40869,100,388,97,74,0,0,0,0,0,0
40870,100,388,97,74,0,0,0,0,0,0
40871,100,388,97,74,0,0,0,0,0,0
40872,100,406,86,70,0,6,0,30,6,0
40873,100,485,53,48,8,27,0,10,16,0
40874,100,530,45,40,8,33,0,10,20,0
40875,100,495,56,52,7,27,0,10,16,0
40876,100,605,50,42,4,43,4,40,25,0
40877,100,544,57,56,7,32,15,60,20,0.5
40878,100,837,0,0,0,93,0,0,15,0
40879,100,837,0,0,0,93,0,0,15,0
40880,100,837,0,0,0,93,0,0,15,0
40881,100,348,45,1,6,16,54,560,3.7,0.5
40882,100,18,4.5,4,0,0,0,15,0,0
40883,100,360,36.7,16.3,6.7,20.7,0,830,3.3,0
40884,80,255,30.4,19.9,3.6,13.2,0,600,5.9,0
40885,100,365,36.8,11.8,6.9,20.9,0,820,2.3,0
40886,100,364,36.5,17.1,5.2,21.9,0,1320,9.8,0
40887,100,297,35.8,14.3,6.8,14,0,750,2.6,0
40888,100,573,34,29,8,45,0,10,27,0
40889,100,569,54,53,5,37,0,60,22,0
40890,100,179,30,37,0,6.5,30,240,2,0
40891,100,339,29,22,6,23,105,330,12,0
40892,100,207,52,2,0,0,0,15,0,0
40893,100,207,52,2,0,0,0,15,0,0
40894,100,360,90,10,0,0,0,10,0,0
40895,100,185.6,45.2,2,0,0,0,58,0,0
40896,100,340,85,0,0,0,0,16,0,0
40897,100,340,85,0,0,0,0,16,0,0
40898,100,350,87,0,0,0,0,0,0,0
40899,100,375,95,0,0,0,0,0,0,0
40900,100,380,95,0,0,0,0,50,0,0
40901,100,350,85,0,0,0,0,10,0,0
40902,100,3264,80.8,0,0.8,0,0,23,0,0
40903,100,2000,80.8,0,0.8,0,0,23,0,0
40904,100,326.4,80.8,0,0.8,0,0,23,0,0
40905,100,360,90,0,0,0,0,0,0,0
40906,100,340,85,0,0,0,0,25,0,0
40907,100,344,86,0,0,0,0,0,0,0
40908,100,340,85,0,0,0,0,25,0,0
40909,100,350,88,0,0,0,0,10,0,0
40910,100,361,89,0,0,0.6,0,15,0,0
40911,100,344,86,0,0,0,0,0,0,0
40912,100,380,95,0,0,0,0,11,0,0
40913,100,382.85,94.86,0,0,0,0,11,0,0
40914,100,361,83,0,7,0.5,0,5,0.1,0
40915,100,344,84,0,1.6,0.2,0,782,0.19,0
40916,100,360,90,80,0,0,0,0,0,0
40917,100,400,100,100,0,0,0,0,0,0
40918,100,351,82,65,4,0.3,0,50,0,0
40919,100,351,82,65,4,0.3,0,50,0,0
40920,100,80,20,11,0,0,0,71,0,0
40921,100,542,32,31,9,42,5,16,21,0
40922,100,376,94,72,0,0,0,0,0,0
40923,100,372,93,73,0,0,0,0,0,0
40924,100,374,90,63,0,1.5,0,0,0.5,0
40925,100,180,25,0,12,3.55,35,675,0.48,0
40926,100,149,20,0,10,3.2,70,630,0.6,0.5
40927,100,320,67.58,1.44,9.6,1.26,0,640,0.15,0
40928,100,900,0,0,0,99.9,0,0,13.8,0
40929,100,900,0,0,0,99.9,0,0,13.8,0
40930,100,899,0,0,0,99,0,0,15,0
40931,100,891,0,0,0,99,0,0,15,0
40932,100,899,0,0,0,99.9,0,0,15,0
40933,100,476,50,30,6,28,41,64,13,0
40934,100,344,86,0,0,0,0,34,0,0
40935,100,188,49,0,0,0,0,31,0,0
40936,100,189,47,0,0,0,0,31,0,0
40937,100,819,0,0,0,91,0,0,0,0
40938,100,887,0,0,0,98.6,0,0,0,0
40939,100,885,0,0,0,98.6,0,0,0,0
40940,100,262,49,4.3,8,3.8,0,106,0.6,0
40941,100,274,41.8,4.6,6.8,8.8,0,345,4,0
40942,100,262,48.9,4.3,8,3.8,0,106,0.6,0
40943,100,283,75.2,73.2,0.2,0,-,15,0,0
40944,100,254.8,65.6,64.7,0.2,0.1,-,2,0,0
40945,100,196.7,50.6,44.4,0.5,0.1,-,2,0,0
40946,250,850,213,0,0,0,0,1620,0,0
40947,100,278,85.3,0,0,0,0,649,0,0
40948,100,310,24,5,0,5,-,0,-,-
40949,100,50,12,12,0.2,0,0,0,0,0
40950,100,45,11,11,0,0,0,35,0,0
40951,100,43.2,10.8,10.6,0,0,0,30,0,0
40952,100,45,11,10,0.8,0,0,0,0,0
40953,100,47.4,11.5,11.2,0.4,0,0,0,0,0
40954,100,50,12,11,0,0,0,0,0,0
40955,100,45.8,11,9.9,0.8,0,0,0,0,0
40956,100,50,11,10,1,0,0,0,0,0
40957,100,800,0,0,0,88.7,0,0,18,0
40958,100,810,0,0,0,90,0,0,17,0
40959,100,810,0,0,0,90,0,0,17,0
40960,100,625,45,34,5,47,5,100,35,0
40961,100,590.2,42,40,4.3,45,0.4,14,40,0
40962,100,535,58,57,6,31,10,65,18,0.2
40963,100,573,51,47,9,37,20,105,22,0.3
40964,100,570,56,52,7,35,15,80,21,0
40965,100,570,52,38,7,37,0,5,22,0
40966,100,513,57,52,7,27,0,0,17,0
40967,100,595,41,39,4,46,0,50,39,0.4
40968,100,390,37,23,5,28,0,0,16,0
40969,100,404,30,16,5,30,0,0,18,0
40970,100,421,17,14,7,35,0,0,21,0
40971,100,594,49,48,5,42,10,65,24,0.5
40972,100,561,47.6,27.1,11.8,35.9,0,10,23,0
40973,100,560,35.9,24.9,8.8,39.5,0,10,25,0
40974,100,579,49.3,42,7.5,39.1,0,10,23.5,0
40975,100,581,54.3,50.5,6.1,37.6,0,50,22.7,0
40976,100,589,46.6,45,7,41.2,0,20,27.5,0
40977,100,572,54.6,51.7,10.7,34.5,0,50,20.4,0
40978,100,164,29.2,1.8,9.5,1.1,41.1,226,0.1,0
40979,15,3.6,0.9,0.9,0,0,0,1,0,0
40980,15,3.6,0.9,0.9,0,0,0,1,0,0
40981,98,460,72,16,5,18,-,66,6,-
40982,80,60,15,15,0,0,0,19,0,0
40983,80,60,15,15,0,0,0,19,0,0
40984,80,60,15,15,0,0,0,19,0,0
40985,80,60,15,15,0,0,0,19,0,0
40986,80,60,15,15,0,0,0,19,0,0
40987,100,553,59.3,7.8,2.1,34.2,-,177,32.6,0
40988,100,234.2,57.9,57.4,0.2,0.2,-,3,0,0
40989,100,303.2,74,74,1.8,0,-,2,0,0
40990,100,232,58,56,0.2,0,-,117,0,0
40991,100,27,6.7,0,0,0,0,0,0,0
40992,100,280,70,55,0,0,0,3.3,0,0
40993,100,62,15,0,1,0,0,145,0,0
40994,100,368,92,83,0,0,0,167,0,0
40995,100,314,77,6,0,0,0,10,0,0
40996,100,465,69,49,2,20,0,600,11,0
40997,100,386,96,70,0,0,0,10,0,0
40998,100,386,96,70,0,0,0,10,0,0
40999,100,465,69,49,2,20,0,600,11,0
41000,100,465,69,49,2,20,0,600,11,0
41001,100,386,96,70,0,0,0,10,0,0
41002,100,465,69,49,2,20,0,600,11,0
41003,100,63,8.4,3,3,2,0,44,0,0
41004,185,140,35,30,0,0,0,67,0,0
41005,185,140,35,30,0,0,0,67,0,0
41006,185,140,35,30,0,0,0,67,0,0
41007,180,105,21,21,5.4,0,0,54,0,0
41008,180,105,21,21,5.4,0,0,54,0,0
41009,180,105,21,21,5.4,0,0,54,0,0
41010,100,133,24,14,8,0.5,0,45,0.5,0
41011,16,65,16,16,0,0,0,0,0,0
41012,100,360,88.2,0,1.8,0,0,61.2,0,0
41013,40,148,30,1,7,0,0,155,0,0
41014,100,43,10,10,0.6,0.1,0,0,0,0
41015,100,43,10,10,0.6,0.1,0,0,0,0
41016,100,199,43,18,4,1.3,3,155,0.9,0
41017,100,195,42,8,2,2,0,250,1,0
41018,100,152,26,6,8,1.8,20,430,0.3,0
41019,100,189,26,2.3,6,7,2.1,384,3.1,0
41020,100,194,34,6,5,4.4,45,442,1.5,0
41021,100,149,22,2,4,5,0,3400,2,0
41022,100,127,22,7,8,0.8,20,690,0,0
41023,100,131,24,2,1.3,3.4,0,366,0.8,0
41024,100,174,33,4,5,2.6,3,408,0.9,0
41025,100,156,27,1.9,10,1,6.25,494,0,0
41026,100,119,22,2,5,1,20,360,0.4,0
41027,100,240,44,2,5,5,0,350,1,0
41028,100,310,27,24,5,21,80,190,12,0.5
41029,100,350,31,22,5,23,65,220,13,0
41030,100,30,7.7,0.8,0.28,0,0,13.4,0,0
41031,100,10,1.4,1.3,0.45,0.24,0,8.16,0,0
41032,100,30,7,7,0.53,0,0,34,0,0
41033,100,30,7.7,0.8,0.28,0,0,13.4,0,0
41034,100,268,64,50,1.3,0.8,0,10,0.2,0
41035,100,68,17,16,0,0,0,15,0,0
41036,100,52,13,13,0,0,0,17,0,0
41037,100,50,12,12,0,0,0,15,0,0
41038,100,50,13,13,0,0,0,15,0,0
41039,100,46.8,11.7,11.7,0,0,0,14.5,0,0
41040,100,48.4,12.1,11.7,0,0,0,14.5,0,0
41041,100,64,16,15,0,0,0,0,0,0
41042,100,64,16,15,0,0,0,0,0,0
41043,100,24.4,4.1,2.1,2,0,0,279,0,0
41044,100,76,18,10,1,0,0,20,0,0
41045,100,52,13,12,0,0,-,0,0,0
41046,100,370,30,10,40,10,0,150,10,0
41047,100,370,30,10,40,10,0,100,5,0
41048,100,370,30,10,40,10,0,100,5,0
41049,100,64,8,0,8,0,0,0,0,0
41050,100,302,68.6,0,5.31,0.75,0,370,0.46,0
41051,100,240,59,0,1,0,0,310,0,0
41052,100,351,84.7,0,1.24,0.75,0,389.2,0.46,0
41053,100,280,61,0,7,1,0,0,1,0
41054,100,331,70,6,6,3,0,44,0.3,0
41055,100,503,48,7,8,31,50,300,21,0
41056,100,330,39,38,7.9,16,22,280,8.15,0.05
41057,100,483,50.6,18,5.6,27.7,0,288,13.33,0.05
41058,100,474,50,18,5.6,28,22,280,13,0.05
41059,100,828,0,0,0,92,0,0,14,0
41060,500,4118,0,0,0,4575.5,0,0,77.6,0
41061,100,828,0,0,0,92,0,0,14,0
41062,100,828,0,0,0,92,0,0,14,0
41063,100,425,55,30,4,21,0,302,3.3,0
41064,100,442,13,6.5,1.2,6,46.8,237.5,1.2,0
41065,100,800,0,0,0,93,0,0,13,0
41066,100,824,0,0,0,91.6,0,0,14,0
41067,60,219,44.9,5,4.6,2.3,0,1770,0.5,0
41068,100,355,72,3,13,1.5,0,0,0.5,0
41069,100,350,72,3,12,1.5,0,0,0.5,0
41070,100,349,47,21,6.2,17,0,400,7.6,0
41071,100,350,72,3,12,1.5,0,0,0.5,0
41072,100,350,72,3,12,1.5,0,0,0.5,0
41073,100,355,72,3,13,1.5,0,0,0.5,0
41074,100,355,72,3,13,1.5,0,0,0.5,0
41075,100,355,72,3,13,1.5,0,0,0.5,0
41076,100,355,72,3,13,1.5,0,0,0.5,0
41077,100,355,72,3,13,1.5,0,0,0.5,0
41078,100,355,72,3,13,1.5,0,0,0.5,0
41079,100,355,72,3,13,1.5,0,0,0.5,0
41080,100,355,72,3,13,1.5,0,0,0.5,0
41081,100,355,72,3,13,1.5,0,0,0.5,0
41082,100,355,72,3,13,1.5,0,0,0.5,0
41083,100,352.8,48,21,6.2,17,0,390,7.5,0
41084,100,355,72,3,13,1.5,0,0,0.5,0
41085,100,375,69,3,15,4.3,0,60,1.3,0
41086,100,375,69,3,15,4.3,0,60,1.3,0
41087,100,325,66,3,13,2.5,0,0,0.5,0
41088,100,325,66,3,13,2.5,0,0,0.5,0
41089,100,325,66,3,13,2.5,0,5,0.5,0
41090,100,325,66,3,13,2.5,0,5,0.5,0
41091,100,325,66,3,13,2.5,0,5,0.5,0
41092,16,64,16,12,0,0,0,25,0,0
41093,10,34,8,4,0.5,0,0,10,0,0
41094,12,44,10,6,1,0,0,5,0,0
41095,8,26,6.5,4,0,0,0,0,0,0
41096,7,20,5,3,0,0,-,0,0,0
41097,100,824,0,0,0,91.6,0,0,13,0
41098,100,824,0,0,0,91.6,0,0,13,0
41099,100,824,0,0,0,91.6,0,0,13,0
41100,100,824,0,0,0,91.6,0,0,13,0
41101,100,824,0,0,0,91.6,0,0,13,0
41102,100,824,0,0,0,91.6,0,0,13,0
41103,100,824,0,0,0,91.6,0,0,13,0
41104,100,824,0,0,0,91.6,0,0,13,0
41105,100,824,0,0,0,91.6,0,0,13,0
41106,100,824,0,0,0,91.6,0,0,13,0
41107,100,824,0,0,0,91.6,0,0,13,0
41108,100,824,0,0,0,91.6,0,0,13,0
41109,100,824,0,0,0,91.6,0,0,13,0
41110,100,824,0,0,0,91.6,0,0,13,0
41111,100,824,0,0,0,91.6,0,0,13,0
41112,100,824,0,0,0,91.6,0,0,13,0
41113,100,824,0,0,0,91.6,0,0,13,0
41114,100,824,0,0,0,91.6,0,0,13,0
41115,100,884,0,0,0,100,-,0,13.8,-
41116,100,900,0,0,0,100,-,0,13.8,-
41117,100,884,0,0,0,100,-,0,13.8,-
41118,100,884,0,0,0,100,-,0,13.8,-
41119,100,360,90,74,0,0,0,0,0,0
41120,100,828,0,0,0,92,0,0,7,0
41121,100,253,61,5,1,0.5,0,20,0.1,0
41122,100,356,89,67,0,0,0,0,0,0
41123,100,372,92.9,85.7,0,0,0,0,0,0
41124,100,357,86.3,72.66,2.27,0.31,0,80,0.1,0
41125,100,511,64.4,61.5,6.2,25.4,0,40,9.5,0
41126,100,392.4,81,56.1,1.8,6.8,0,12,6.7,0
41127,100,395,81,56,2,7,0,10,6,0.5
41128,100,507,57,55,5.3,33,20,60,20,0
41129,100,545,57,55,5,33,20,60,20,0
41130,100,415,86,62,2,7,5,80,7,0
41131,100,441,70,56,1.9,17,18.3,36,15,0
41132,100,416,86,62,1.6,7.3,5,80,6.7,0
41133,100,416,86,62,1.6,7.3,5,80,6.7,0
41134,100,364,91,73,0,0,0,0,0,0
41135,100,385,92,74,0,1.9,0,280,1.9,0
41136,100,330,79,71,4,0,0,10,0,0
41137,100,332,79,71,3.6,0,-,20,0,0
41138,100,332,79,71,4,0,0,20,0,0
41139,100,891,0,0,0,99,0,0,13,0
41140,100,430,77,59,8,10,0,10,6,0
41141,100,410,79,59,8,7,0,15,4,0
41142,100,420,82,61,7,7,0,10,3.7,0
41143,100,363,0,0,21,31,0,520,4.8,0
41144,100,62,15,15,0.3,0.1,0,12,0,0
41145,100,51,11.9,11.9,0.6,0.1,0,80,0,0
41146,100,55,12.6,12.6,0.7,0.2,0,40,0,0
41147,100,55,12.6,12.6,0.7,0.2,0,40,0,0
41148,100,51,11.9,11.9,0.6,0.1,0,80,0,0
41149,100,810,0,0,0,90,0,0,6.5,0
41150,100,810,0,0,0,90,0,0,10,0
41151,100,364,72,0,0,0,0,0,0,0
41152,100,24,6,3,0,0,0,58,0,0
41153,100,16,4,2,0,0,0,6,0,0
41154,100,443,62,40,6,19,20,260,9,0.5
41155,100,455,62,33,4,21,20,260,10,0.5
41156,100,493,70,55,2.5,22.5,0,175,20,0
41157,100,493,70,55,2.5,22.5,0,175,20,0
41158,100,958,16,0,12,94,0,0,13,0
41159,100,837,0,0,0,93,0,0,13,0
41160,100,837,0,0,0,93,0,0,13,0
41161,100,824,0,0,0,91.6,0,0,13,0
41162,100,350,72,3,13,1.3,0,2,0.3,0
41163,100,350,72,3,13,1.3,0,2,0.3,0
41164,100,345,71,3,12,1.2,0,2,0.3,0
41165,100,350,72,3,13,1.3,0,2,0.3,0
41166,100,350,72,3,13,1.3,0,2,0.3,0
41167,100,350,72,3,13,1.3,0,2,0.3,0
41168,100,350,72,3,13,1.3,0,2,0.3,0
41169,100,350,72,3,13,1.3,0,2,0.3,0
41170,100,362,75.7,3,11.5,1.5,-,0,0,0
41171,100,368,75.7,0,13,1.5,0,16,0,0
41172,100,85,21,20,0,0,0,2,0,0
41173,100,80,20,19,0,0,0,3,0,0
41174,100,80,20,19,0,0,0,3,0,0
41175,100,80,20,19,0,0,0,3,0,0
41176,100,900,0,0,0,100,0,0,15,0
41177,100,900,0,0,0,100,0,0,15,0
41178,100,900,0,0,0,100,0,0,15,0
41179,100,900,0,0,0,100,0,0,15,0
41180,100,820,0,0,0,91,0,0,14,0
41181,100,830,0,0,0,92,0,0,10,0
41182,100,820,0,0,0,91,0,0,15,0
41183,100,820,0,0,0,91,0,0,14,0.1
41184,100,820,0,0,0,91,0,0,15,0
41185,100,819,0,0,0,91,0,0,14,0
41186,100,820,0,0,0,91,0,0,14,0
41187,100,830,0,0,0,92,0,0,6,1
41188,100,819,0,0,0,91,0,0,14,0
41189,100,819,0,0,0,91,0,0,15,0.5
41190,100,828,0,0,0,92,0,0,12,2
41191,100,820,0,0,0,91,0,0,15,0.5
41192,100,830,0,0,0,92,0,0,10,1
41193,100,830,0,0,0,92,0,0,10,1
41194,100,819,0,0,0,91,0,0,14,0
41195,100,819,0,0,0,91,0,0,15,0
41196,100,819,0,0,0,91,0,0,15,0
41197,100,521,67,57,5,25.9,6,0,15.8,0.5
41198,100,435,78,72,1,13,0,40,8,0.3
41199,100,515,52,50,5,32,-,0,14,0
41200,100,530,43,40,6,37,-,10,23,0
41201,100,560,31,27,8,45,-,20,29,0
41202,100,565,29,25,9,46,-,20,30,0
41203,100,900,0,0,0,100,0,0,98,1
41204,100,24,4.5,4.5,1.4,0,0,3,0,0
41205,100,22,4.4,4.4,1.1,0,0,2,0,0
41206,100,12,2,2,1,0,0,0,0,0
41207,100,37,6,5,1,1,0,2,0.1,0
41208,100,36,8,7,0.9,0,0,2,0,0
41209,100,52,12,12,0.9,0,0,1,0,0
41210,100,42,7.8,7.7,0.5,1,0,0.5,0.2,0
41211,100,30,6.6,6.6,0.9,0,0,1,0,0
41212,100,16,3.4,3.4,0.4,0.1,0,1,0,0
41213,100,59,14,14,0.6,0.1,0,0,0,0
41214,100,35,6.6,6.5,1,0.5,0,10,0,0
41215,100,50,11.4,11.4,0.6,0.1,0,0.66,0,0
41216,100,59,13.61,13.55,0.68,0.23,0,5.6,0,0
41217,100,14,2.8,1.7,0.7,0,0,2,0,0
41218,100,63,13.79,13.73,1.26,0.27,0,3.2,0,0
41219,100,59,13.6,13.1,0.7,0.2,0,2,0,0
41220,100,82,20,17,0.58,0,0,1,0,0
41221,100,286,18.76,12.53,2.85,22.12,0,42.4,21.42,0
41222,100,51,9,9,2.2,0.7,0,175,0,0
41223,100,47,11.8,11.8,0,0,0,0,0,0
41224,100,127,31.8,27.3,0.2,0.1,0,35.1,0,0
41225,100,562,13,13,0,0,0,0,0,0
41226,100,390,13,13,0,0,0,0,0,0
41227,100,56,14,14,0,0,0,0,0,0
41228,100,52,13,13,0,0,0,0,0,0
41229,200,100,3.5,0,0,0,0,0,0,0
41230,200,100,3.5,0,0,0,0,0,0,0
41231,100,350,82,7,5,0.5,0,720,0,0
41232,100,828,0,0,0,92,0,0,14,0
41233,100,828,0,0,0,92,0,0,14,0
41234,100,828,0,0,0,92,0,0,14,0
41235,100,828,0,0,0,92,0,0,14,0
41236,100,828,0,0,0,92,0,0,14,0
41237,100,828,0,0,0,92,0,0,14,0
41238,500,5,0,0,0,0.5,0,0,0,0
41239,100,725,16.41,0,0,73.25,0,106,18.89,0
41240,100,7,0,0,0,1,0,0,1,0
41241,100,500,0,0,0,500,0,0,0,0
41242,100,190,6,2,11,13,20,320,3.1,0
41243,100,215,30,10,6,8,10,470,3,0
41244,100,310,46,7,5,29,5,540,6,0
41245,100,16,3.7,0.9,0.3,0,0,14.4,0,0
41246,100,824,0,0,0.5,92,0,0,14,0
41247,100,360,73,4,13,1.8,0,0,0,0
41248,100,825,0,0,0,91.6,0,0,13.8,0
41249,100,825,0,0,0,91.6,0,0,13.8,0
41250,100,825,0,0,0,91.6,0,0,13.8,0
41251,100,295,51,12,5,8,0,180,1.8,0
41252,60,532,-,-,-,60,-,-,8,-
41253,72,73,14.3,5,0.9,1.2,0,22,0,0
41254,65,105,16,8.6,1.7,3.8,0,30.6,0,0
41255,100,160,25.8,10,5.9,3.7,30,111,0,0
41256,100,89820,0.02,0,0.03,99.89,0,0.31,11.08,0.85
41257,100,2000,0.02,0,0.03,99.89,0,0.31,11.08,0.85
41258,100,342,72,4,12,0.5,0,4,0.2,0
41259,100,354,73,4,12,2,0,10,0,0
41260,100,354,73,4,12,2,0,10,0.4,0
41261,100,309,65,4,10,1,0,576,0,0.5
41262,100,575,50,21,8.9,37.5,0,12.5,23,0
41263,100,575,50,21,8.9,37.5,0,12.5,23,0
